words,labels
"['which', 'team', 'do', 'you', 'think', 'will', 'win', 'the', 'epl']","[0, 1, 0, 0, 0, 0, 3, 0, 3, 4, 4]"
"['what', 'is', 'the', 'second', 'longest', 'running', 'broadway', 'show']","[0, 0, 0, 3, 4, 3, 1, 2]"
"['what', 'is', 'the', 'difference', 'between', 'saying', 'iran', 'persia', 'and', 'persian', 'iranian']","[0, 0, 0, 3, 0, 1, 2, 2, 0, 1, 2]"
"['what', 'are', 'the', 'healthy', 'ways', 'of', 'gaining', 'weight', 'and', 'muscles']","[0, 0, 0, 3, 1, 2, 2, 2, 2, 2]"
"['what', 'are', 'the', 'different', 'types', 'of', 'dementia']","[0, 0, 0, 3, 1, 2, 2]"
"['mobile', 'phones', 'what', 'is', 'the', 'difference', 'between', 'gsm', 'wcdma', 'cdma', 'and', 'umts', 'sim', 'slots']","[0, 0, 0, 0, 0, 3, 0, 1, 2, 2, 0, 1, 2, 2]"
"['what', 'are', 'the', 'best', 'things', 'to', 'do', 'on', 'a', 'computer']","[0, 0, 0, 3, 1, 2, 2, 2, 2, 2]"
"['who', 'is', 'the', 'best', 'criminal', 'lawyer', 'in', 'india']","[0, 0, 0, 3, 1, 2, 2, 2]"
"['what', 'are', 'the', 'largest', 'walmart', 'store', 'in', 'oklahoma']","[0, 0, 0, 3, 1, 2, 2, 2]"
"['who', 'has', 'won', 'the', 'most', 'wimbledon', 'singles', 'titles']","[1, 0, 0, 0, 3, 3, 4, 4]"
"['which', 'state', 'is', 'told', 'to', 'house', 'the', 'most', 'magical', 'and', 'mythical', 'beings']","[0, 1, 0, 3, 4, 4, 0, 3, 3, 4, 4, 4]"
"['what', 'is', 'the', 'difference', 'between', 'parasitic', 'and', 'protozoan']","[0, 0, 0, 3, 0, 1, 0, 1]"
"['what', 'are', 'donald', 'trump', 's', 'chances', 'against', 'hillary', 'clinton', 'in', 'a', 'general', 'election']","[0, 0, 1, 2, 2, 2, 3, 1, 2, 0, 0, 0, 0]"
"['who', 'is', 'your', 'favorite', 'character', 'from', 'naruto']","[0, 0, 0, 3, 1, 2, 2]"
"['which', 'was', 'the', 'first', 'country', 'to', 'bad', 'slavery']","[0, 0, 0, 3, 1, 0, 3, 4]"
"['who', 'is', 'the', 'youngest', 'person', 'on', 'the', 'supreme', 'court']","[0, 0, 0, 3, 1, 2, 2, 2, 2]"
"['what', 'were', 'the', 'major', 'effects', 'of', 'the', 'cambodia', 'earthquake', 'and', 'how', 'do', 'these', 'effects', 'compare', 'to', 'the', 'valparaiso', 'earthquake', 'in']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 1, 2, 0, 0]"
"['where', 'do', 'we', 'have', 'the', 'smallest', 'bone', 'in', 'our', 'body']","[0, 0, 0, 0, 0, 3, 1, 2, 2, 2]"
"['what', 'is', 'the', 'easiest', 'veggies', 'to', 'grow']","[0, 0, 0, 3, 1, 2, 2]"
"['what', 'is', 'the', 'best', 'way', 'to', 'start', 'a', 'conversation', 'with', 'a', 'girl', 'in', 'a', 'college']","[0, 0, 0, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['which', 'is', 'a', 'suitable', 'inpatient', 'drug', 'and', 'alcohol', 'rehab', 'center', 'in', 'chattooga', 'county', 'ga']","[0, 0, 0, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['what', 'is', 'the', 'difference', 'between', 'air', 'brakes', 'and', 'hydraulic', 'brakes']","[0, 0, 0, 3, 0, 1, 2, 0, 1, 2]"
"['where', 'is', 'the', 'hole', 'in', 'the', 'wall', 'located', 'in', 'south', 'africa', 'and', 'how', 'does', 'this', 'natural', 'formation', 'compare', 'to', 'others', 'in', 'afghanistan']","[0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 3, 0, 1, 2, 2]"
"['who', 'was', 'the', 'first', 'indian', 'film', 'maker', 'to', 'be', 'honoured', 'with', 'the', 'magsaysay', 'award']","[0, 0, 0, 3, 1, 2, 2, 0, 3, 4, 4, 4, 4, 4]"
"['what', 'part', 'of', 'the', 'pa', 'turnpike', 'is', 'closest', 'to', 'gettysburg', 'pa']","[0, 1, 2, 2, 2, 2, 0, 3, 0, 3, 4]"
"['what', 'are', 'the', 'pros', 'and', 'cons', 'of', 'becoming', 'an', 'angel', 'investor']","[0, 0, 0, 3, 4, 4, 0, 1, 2, 2, 2]"
"['what', 'are', 'the', 'best', 'woody', 'allen', 'films']","[0, 0, 0, 3, 1, 2, 2]"
"['what', 'are', 'the', 'best', 'books', 'to', 'learn', 'about', 'designing', 'a', 'website']","[0, 0, 0, 3, 1, 0, 3, 4, 4, 4, 4]"
"['what', 'are', 'some', 'mind', 'blowing', 'gadgets', 'tools', 'for', 'cars', 'that', 'most', 'people', 'don', 't', 'know', 'about']","[0, 0, 3, 3, 4, 1, 2, 2, 2, 0, 0, 3, 4, 4, 4, 4]"
"['what', 's', 'the', 'easiest', 'way', 'to', 'kill', 'yourself', 'without', 'pain']","[0, 0, 0, 3, 1, 2, 2, 2, 2, 2]"
"['what', 'are', 'the', 'best', 'computer', 'science', 'schools', 'for', 'networking', 'research']","[0, 0, 0, 3, 1, 2, 2, 2, 2, 2]"
"['how', 'much', 'money', 'per', 'hour', 'do', 'uber', 'drivers', 'make', 'in', 'toledo', 'oh', 'what', 's', 'the', 'most', 'a', 'person', 'can', 'reasonably', 'make', 'per', 'month']","[0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
"['what', 'is', 'the', 'best', 'way', 'to', 'market', 'an', 'online', 'ecommerce', 'website', 'selling', 'video', 'games']","[0, 0, 0, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['what', 's', 'the', 'most', 'effective', 'way', 'to', 'study', 'for', 'maths', 'in', 'high', 'school']","[0, 0, 0, 3, 3, 1, 2, 2, 2, 2, 2, 2, 2]"
"['who', 'is', 'currently', 'the', 'highest', 'ranking', 'military', 'officer']","[0, 0, 0, 0, 3, 3, 1, 2]"
"['who', 'had', 'the', 'most', 'assists', 'in', 'an', 'nba', 'game', 'by', 'a', 'team']","[1, 0, 0, 3, 3, 4, 4, 4, 4, 4, 4, 4]"
"['if', 'you', 'had', 'no', 'option', 'but', 'to', 'shoot', 'a', 'bullet', 'from', 'a', 'balloon', 'what', 'would', 'be', 'the', 'best', 'direction', 'to', 'cause', 'least', 'harm']","[0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 4, 0, 0, 0, 0, 3, 1, 3, 4, 4, 4]"
"['what', 'are', 'the', 'different', 'types', 'of', 'sae', 'in', 'ffa']","[0, 0, 0, 3, 1, 2, 2, 2, 2]"
"['what', 'are', 'the', 'booking', 'charges', 'for', 'makemytrip', 'and', 'irctc', 'which', 'is', 'the', 'cheapest', 'way', 'to', 'book', 'a', 'railway', 'ticket', 'online']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 2, 2, 2, 2, 2, 2]"
"['who', 'is', 'the', 'most', 'famous', 'human', 'being', 'ever']","[0, 0, 0, 3, 3, 1, 2, 2]"
"['is', 'rain', 'water', 'better', 'than', 'tap', 'water', 'for', 'plants']","[0, 1, 2, 3, 0, 1, 2, 0, 3]"
"['where', 'are', 'the', 'most', 'highly', 'productive', 'tropical', 'marine', 'ecosystems', 'found']","[0, 0, 0, 3, 3, 4, 1, 2, 2, 0]"
"['what', 'are', 'the', 'difference', 'between', 'resin', 'cast', 'and', 'normal', 'transformer']","[0, 0, 0, 3, 0, 1, 2, 0, 1, 2]"
"['love', 'what', 'is', 'the', 'difference', 'between', 'i', 'love', 'you', 'and', 'i', 'have', 'love', 'for', 'you']","[0, 0, 0, 0, 3, 0, 1, 2, 2, 0, 1, 2, 2, 2, 2]"
"['tomatoes', 'what', 'is', 'the', 'difference', 'between', 'early', 'blight', 'and', 'late', 'blight']","[0, 0, 0, 0, 3, 0, 1, 2, 0, 1, 2]"
"['what', 'are', 'the', 'strengths', 'and', 'weaknesses', 'of', 'the', 'advising', 'system', 'at', 'western', 'illinois', 'university']","[0, 0, 0, 3, 4, 4, 0, 0, 1, 2, 2, 2, 2, 2]"
"['which', 'are', 'some', 'of', 'the', 'best', 'news', 'magazines', 'in', 'india']","[0, 0, 0, 0, 0, 3, 1, 2, 2, 2]"
"['what', 'are', 'the', 'most', 'advanced', 'car', 'gadgets', 'that', 'people', 'don', 't', 'know', 'about', 'yet']","[0, 0, 0, 3, 3, 1, 2, 3, 4, 4, 4, 4, 4, 4]"
"['what', 'are', 'the', 'best', 'ways', 'of', 'learning', 'german', 'quickly']","[0, 0, 0, 3, 1, 2, 2, 2, 2]"
"['which', 'is', 'a', 'good', 'solar', 'panel', 'installation', 'provider', 'near', 'agoura', 'california']","[0, 0, 0, 3, 1, 2, 2, 2, 2, 2, 2]"
"['who', 'has', 'the', 'worst', 'team', 'in', 'the', 'nba']","[1, 0, 0, 3, 3, 4, 4, 4]"
"['which', 'are', 'some', 'of', 'best', 'youtube', 'videos', 'to', 'learn', 'japanese']","[0, 0, 3, 0, 3, 1, 2, 0, 0, 0]"
"['are', 'clear', 'or', 'opaque', 'tarps', 'better', 'for', 'solarization']","[0, 1, 0, 1, 2, 3, 0, 3]"
"['what', 'are', 'the', 'differences', 'between', 'quantum', 'mechanics', 'and', 'relativity']","[0, 0, 0, 3, 0, 1, 2, 0, 1]"
"['what', 'are', 'pros', 'and', 'cons', 'of', 'vs', 'windows']","[0, 0, 3, 4, 4, 0, 1, 0, 1, 2]"
"['what', 's', 'the', 'easiest', 'way', 'to', 'make', 'money', 'online']","[0, 0, 0, 3, 1, 2, 2, 2, 2]"
"['who', 'is', 'the', 'most', 'popular', 'writer', 'on', 'quora']","[0, 0, 0, 3, 3, 1, 2, 2]"
"['who', 'are', 'best', 'questioners', 'on', 'quora']","[0, 0, 3, 1, 2, 2]"
"['who', 'was', 'the', 'last', 'british', 'manager', 'to', 'win', 'the', 'fa', 'cup']","[0, 0, 0, 3, 1, 2, 0, 3, 4, 4, 4]"
"['which', 'us', 'state', 'has', 'the', 'highest', 'sales', 'tax']","[0, 1, 2, 0, 0, 3, 3, 4]"
"['what', 'is', 'the', 'best', 'strategy', 'for', 'the', 'promotion', 'of', 'new', 'websites']","[0, 0, 0, 3, 1, 0, 0, 3, 4, 4, 4]"
"['what', 'is', 'the', 'fastest', 'way', 'to', 'create', 'a', 'yahoo', 'account']","[0, 0, 0, 3, 1, 2, 2, 2, 2, 2]"
"['who', 'has', 'the', 'most', 'elimination', 'wins', 'in', 'challenge', 'history']","[1, 0, 0, 3, 3, 4, 4, 4, 4]"
"['what', 's', 'the', 'best', 'mistake', 'you', 've', 'ever', 'made']","[0, 0, 0, 3, 1, 2, 2, 2, 2]"
"['who', 'can', 'build', 'the', 'best', 'website', 'for', 'eye', 'clinics']","[1, 0, 3, 0, 3, 3, 4, 4, 4]"
"['who', 'is', 'the', 'longest', 'serving', 'member', 'of', 'the', 'house', 'in', 'history']","[0, 0, 0, 3, 3, 1, 2, 2, 2, 2, 2]"
"['which', 'country', 'is', 'the', 'best', 'to', 'work', 'in', 'is', 'it', 'us', 'or', 'kuwait']","[0, 0, 0, 0, 3, 0, 3, 4, 0, 0, 1, 0, 1]"
"['where', 'is', 'the', 'best', 'us', 'website', 'to', 'buy', 'single', 'malt', 'scotch', 'online']","[0, 0, 0, 3, 0, 1, 2, 2, 2, 2, 2, 2]"
"['what', 'the', 'difference', 'between', 'european', 'cup', 'and', 'champions', 'league']","[0, 0, 3, 0, 1, 2, 0, 1, 2]"
"['who', 'is', 'the', 'youngest', 'player', 'to', 'have', 'scored', 'a', 'goal', 'in', 'the', 'fifa', 'world', 'cup']","[0, 0, 0, 3, 1, 0, 3, 4, 4, 4, 4, 4, 4, 4, 4]"
"['what', 'is', 'the', 'best', 'way', 'to', 'get', 'a', 'job', 'in', 'customer', 'service']","[0, 0, 0, 3, 1, 2, 2, 2, 2, 2, 2, 2]"
"['what', 'is', 'the', 'difference', 'between', 'a', 'prophet', 'and', 'a', 'messenger']","[0, 0, 0, 3, 0, 0, 1, 0, 0, 1]"
"['which', 'english', 'comedian', 'became', 'the', 'first', 'moomba', 'king', 'in']","[0, 1, 2, 0, 0, 3, 3, 4, 4, 4]"
"['which', 'legislature', 'is', 'the', 'lower', 'chamber', 'to', 'the', 'senate']","[0, 1, 0, 0, 3, 3, 4, 4, 4]"
"['how', 'is', 'dementia', 'associated', 'depression', 'different', 'from', 'irreversible', 'dementia']","[0, 0, 1, 2, 2, 3, 1, 2, 2]"
"['what', 's', 'the', 'difference', 'between', 'vip', 'and', 'normal', 'sleeper', 'bus', 'from', 'vientiane', 'to', 'pakse']","[0, 0, 0, 3, 0, 1, 0, 1, 2, 2, 2, 2, 2, 2]"
"['which', 'is', 'osho', 's', 'best', 'quote']","[0, 0, 1, 2, 3, 1]"
"['which', 'is', 'the', 'best', 'college', 'or', 'university', 'in', 'canada', 'for', 'studying', 'masters', 'or', 'pg', 'diploma', 'in', 'electrical', 'engineering']","[0, 0, 0, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['what', 'is', 'the', 'most', 'landlocked', 'place', 'in', 'england']","[0, 0, 0, 3, 3, 1, 2, 2]"
"['who', 'are', 'some', 'of', 'the', 'most', 'influential', 'iitians', 'students', 'alumni']","[0, 0, 3, 0, 0, 3, 3, 1, 2, 2]"
"['when', 'is', 'the', 'best', 'time', 'of', 'year', 'to', 'spray', 'broadleaf', 'killer']","[0, 0, 0, 3, 1, 2, 2, 0, 3, 4, 4]"
"['what', 'is', 'the', 'difference', 'between', 'a', 'thought', 'feeling', 'emotion', 'mood', 'and', 'attitude']","[0, 0, 0, 3, 0, 0, 1, 2, 2, 2, 0, 1]"
"['what', 'are', 'some', 'of', 'the', 'best', 'masters', 'programs', 'with', 'a', 'focus', 'in', 'clinical', 'psychology']","[0, 0, 3, 0, 0, 3, 1, 2, 2, 2, 2, 2, 2, 2]"
"['did', 'the', 'ancient', 'greeks', 'look', 'like', 'modern', 'greeks']","[0, 0, 1, 2, 3, 3, 1, 2]"
"['which', 'would', 'be', 'a', 'better', 'way', 'to', 'invest', 'your', 'time', 'in', 'hedge', 'fund', 'industry', 'developing', 'quantitative', 'driven', 'strategies', 'or', 'fundamental', 'driven', 'strategies']","[0, 0, 0, 0, 3, 0, 0, 3, 4, 4, 4, 4, 4, 4, 1, 2, 2, 2, 0, 1, 2, 2]"
"['what', 'are', 'the', 'top', 'scorer', 'in', 'la', 'liga', 'in', 'one', 'season']","[0, 0, 0, 3, 1, 2, 2, 2, 2, 2, 2]"
"['what', 'are', 'the', 'differences', 'between', 'through', 'and', 'thru']","[0, 0, 0, 3, 0, 0, 0, 1]"
"['what', 'is', 'the', 'best', 'programming', 'language', 'nowadays']","[0, 0, 0, 3, 1, 2, 2]"
"['how', 'will', 'aging', 'be', 'different', 'for', 'me', 'than', 'my', 'parents', 'what', 'advances', 'will', 'have', 'been', 'made', 'by', 'the', 'time', 'i', 'reach', 'their', 'age']","[0, 0, 3, 0, 3, 0, 1, 2, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['what', 's', 'the', 'best', 'way', 'to', 'reduce', 'belly', 'fat']","[0, 0, 0, 3, 1, 2, 2, 2, 2]"
"['what', 'is', 'the', 'worst', 'thing', 'you', 've', 'ever', 'done']","[0, 0, 0, 3, 1, 2, 2, 2, 2]"
"['which', 'is', 'the', 'better', 'option', 'when', 'planning', 'a', 'trip', 'from', 'bangalore', 'to', 'goa', 'should', 'we', 'go', 'by', 'car', 'and', 'start', 'driving', 'at', 'night', 'or', 'should', 'we', 'go', 'by', 'train', 'to', 'goa', 'and', 'reserve', 'a', 'car', 'there']","[0, 0, 0, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['in', 'which', 'type', 'of', 'schools', 'can', 'i', 'have', 'better', 'research', 'experience', 'in', 'biology', 'liberal', 'arts', 'college', 'or', 'large', 'research', 'university']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 4, 4, 4, 1, 2, 2, 0, 1, 2, 2]"
"['what', 'are', 'some', 'differences', 'between', 'islamic', 'culture', 'and', 'arabic', 'culture']","[0, 0, 3, 4, 0, 1, 2, 0, 1, 2]"
"['what', 'is', 'the', 'most', 'efficient', 'computer', 'printer']","[0, 0, 0, 3, 3, 1, 2]"
"['how', 'does', 'shobhit', 'university', 'in', 'meerut', 's', 'academic', 'program', 'compare', 'to', 'the', 'university', 'of', 'calcutta', 's']","[0, 0, 1, 2, 2, 2, 2, 2, 2, 3, 0, 0, 1, 2, 2, 2]"
"['what', 'is', 'the', 'difference', 'between', 'king', 'and', 'lord']","[0, 0, 0, 3, 0, 1, 0, 1]"
"['who', 'is', 'the', 'worst', 'person', 'in', 'the', 'world']","[0, 0, 0, 3, 1, 2, 2, 2]"
"['what', 'are', 'the', 'similarities', 'between', 'philosophy', 'of', 'science', 'and', 'philosophy', 'of', 'mathematics']","[0, 0, 0, 3, 0, 1, 2, 2, 0, 1, 2, 2]"
"['what', 'is', 'a', 'good', 'question', 'to', 'ask', 'quora']","[0, 0, 0, 3, 1, 2, 2, 2]"
"['what', 'are', 'the', 'advantages', 'of', 'learning', 'os', 'sql']","[0, 0, 0, 3, 0, 1, 2, 2]"
"['what', 'are', 'good', 'gifts', 'for', 'a', 'foreign', 'visitor', 'to', 'bring', 'when', 'they', 're', 'invited', 'to', 'someone', 's', 'home', 'in', 'bahrain', 'for', 'the', 'first', 'time']","[0, 0, 3, 1, 0, 0, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
"['what', 'are', 'the', 'best', 'pubs', 'or', 'lounges', 'in', 'hyderabad']","[0, 0, 0, 3, 1, 2, 2, 2, 2]"
"['what', 's', 'better', 'study', 'in', 'your', 'country', 'or', 'in', 'some', 'other', 'one', 'where', 'u', 'not', 'belong', 'to']","[0, 0, 3, 1, 2, 2, 2, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['what', 's', 'the', 'best', 'coffee']","[0, 0, 0, 3, 1]"
"['which', 'actress', 'has', 'the', 'sexiest', 'boobs', 'in', 'the', 'world']","[0, 1, 0, 0, 3, 3, 4, 4, 4]"
"['what', 'are', 'the', 'best', 'apps', 'that', 'you', 'have', 'come', 'across', 'or', 'used', 'in', 'terms', 'of', 'ui', 'and', 'ease', 'of', 'use', 'on', 'the', 'three', 'mobile', 'platforms']","[0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
"['who', 'has', 'the', 'most', 'superbowl', 'in', 'the', 'nfl']","[1, 0, 0, 3, 3, 4, 4, 4]"
"['who', 'won', 'the', 'most', 'medals', 'in', 'the', 'olympics']","[1, 0, 0, 3, 3, 4, 4, 4]"
"['what', 'is', 'the', 'difference', 'between', 'a', 'democracy', 'and', 'a', 'non', 'democracy']","[0, 0, 0, 3, 0, 0, 1, 0, 0, 1, 2]"
"['which', 'are', 'the', 'books', 'that', 'should', 'i', 'start', 'with', 'to', 'understand', 'the', 'basics', 'of', 'indian', 'economy']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 4]"
"['who', 'was', 'the', 'first', 'person', 'to', 'prove', 'the', 'earth', 'was', 'round']","[0, 0, 0, 3, 1, 2, 2, 2, 2, 2, 2]"
"['what', 'were', 'the', 'major', 'effects', 'of', 'the', 'cambodia', 'earthquake', 'and', 'how', 'do', 'these', 'effects', 'compare', 'to', 'the', 'sanriku', 'earthquake', 'in']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 0, 0, 1, 2, 0, 0]"
"['is', 'it', 'better', 'to', 'take', 'creatine', 'before', 'or', 'after', 'a', 'workout', 'and', 'why']","[0, 0, 3, 0, 1, 2, 2, 0, 1, 2, 2, 0, 0]"
"['how', 'do', 'presidential', 'elections', 'work', 'in', 'the', 'us', 'how', 'do', 'the', 'compare', 'to', 'the', 'presidential', 'elections', 'in', 'mexico']","[0, 0, 1, 2, 2, 2, 2, 2, 0, 0, 0, 3, 4, 0, 1, 2, 2, 2]"
"['who', 'recorded', 'country', 'music', 's', 'first', 'big', 'hit', 'million', 'seller', 'record', 'and', 'what', 'was', 'the', 'name', 'of', 'the', 'song']","[1, 3, 0, 0, 0, 3, 3, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0]"
"['what', 'is', 'the', 'best', 'golfers', 'at', 'masters', 'tournament', 'last', 'years']","[0, 0, 0, 3, 1, 2, 2, 2, 2, 2, 2]"
"['who', 'has', 'scored', 'the', 'most', 'runs', 'in', 'mlb', 'history']","[1, 0, 3, 0, 3, 3, 4, 4, 4]"
"['what', 'is', 'better', 'uber', 'or', 'ola', 'why']","[0, 0, 3, 1, 0, 1, 0]"
"['what', 'is', 'the', 'difference', 'between', 'pure', 'horse', 'manure', 'and', 'bedding', 'manure']","[0, 0, 0, 3, 0, 1, 2, 2, 0, 1, 2]"
"['what', 's', 'the', 'difference', 'between', 'and']","[0, 0, 0, 3, 0, 1, 0, 1]"
"['statistically', 'what', 'occupation', 'commits', 'adultery', 'the', 'most']","[0, 0, 1, 3, 4, 0, 3]"
"['what', 's', 'the', 'best', 'linux', 'operating', 'system', 'distro', 'for', 'beginners']","[0, 0, 0, 3, 1, 2, 2, 2, 2, 2]"
"['what', 'is', 'the', 'difference', 'between', 'a', 'monologue', 'and', 'a', 'soliloquy']","[0, 0, 0, 3, 0, 0, 1, 0, 0, 1]"
"['who', 'has', 'the', 'longest', 'touchdown', 'pass', 'in', 'nfl', 'history']","[1, 0, 0, 3, 3, 4, 4, 4, 4]"
"['how', 'is', 'the', 'brain', 'different', 'than', 'a', 'computer']","[0, 0, 0, 1, 3, 0, 0, 1]"
"['who', 'is', 'was', 'the', 'most', 'underrated', 'actor', 'actress', 'in', 'bollywood']","[0, 0, 0, 0, 3, 3, 1, 2, 2, 2]"
"['what', 'is', 'web', 'scraping', 'and', 'is', 'python', 'the', 'best', 'language', 'to', 'use', 'for', 'this']","[0, 0, 3, 4, 0, 0, 1, 0, 3, 0, 0, 0, 0, 3]"
"['which', 'airport', 'is', 'the', 'biggest', 'in', 'the', 'united', 'states']","[0, 1, 0, 0, 3, 3, 4, 4, 4]"
"['is', 'babbel', 'better', 'than', 'rosetta', 'stone']","[0, 1, 3, 0, 1, 2]"
"['what', 'is', 'the', 'difference', 'between', 'smart', 'pointers', 'inside', 'class', 'vs', 'normal', 'pointers', 'with', 'destructor']","[0, 0, 0, 3, 0, 1, 2, 2, 2, 0, 1, 2, 2, 2]"
"['which', 'are', 'best', 'motivational', 'books']","[0, 0, 3, 1, 2]"
"['are', 'european', 'white', 'truffles', 'significantly', 'superior', 'in', 'flavour', 'to', 'those', 'from', 'north', 'america']","[0, 1, 2, 2, 0, 3, 0, 3, 0, 1, 2, 2, 2]"
"['who', 'was', 'the', 'first', 'person', 'to', 'be', 'inducted', 'into', 'the', 'rock', 'and', 'roll', 'hall', 'of', 'fame']","[0, 0, 0, 3, 1, 0, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
"['who', 'has', 'the', 'least', 'direct', 'influence', 'on', 'the', 'development', 'of', 'roman', 'culture']","[1, 0, 0, 3, 3, 4, 4, 4, 4, 4, 4, 4]"
"['what', 'are', 'some', 'good', 'movies', 'which', 'depict', 'friendship']","[0, 0, 3, 4, 1, 2, 2, 2]"
"['what', 'is', 'the', 'best', 'earphone', 'under', 'rs']","[0, 0, 0, 3, 1, 2, 2, 2]"
"['who', 'will', 'win', 'the', 'us', 'election']","[1, 0, 3, 0, 3, 4]"
"['what', 'are', 'good', 'workouts', 'to', 'lose', 'belly', 'fat']","[0, 0, 3, 1, 0, 3, 4, 4]"
"['what', 'is', 'the', 'hardest', 'barrier', 'to', 'overcome', 'in', 'life']","[0, 0, 0, 3, 1, 2, 2, 2, 2]"
"['what', 'is', 'the', 'best', 'temperature', 'setting', 'for', 'my', 'hot', 'water', 'heater']","[0, 0, 0, 3, 1, 2, 0, 3, 4, 4, 4]"
"['what', 'is', 'the', 'difference', 'between', 'special', 'and', 'long', 'colt']","[0, 0, 0, 3, 0, 1, 2, 0, 1, 2, 2]"
"['what', 'is', 'the', 'most', 'common', 'thing', 'that', 'causes', 'a', 'dewalt', 'mitre', 'saw', 'motor', 'to', 'get', 'weak']","[0, 0, 0, 3, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
"['what', 'was', 'the', 'main', 'cause', 'of', 'the', 'declaration', 'of', 'independence']","[0, 0, 0, 3, 1, 2, 2, 2, 2, 2]"
"['what', 's', 'the', 'difference', 'between', 'intramembranous', 'and', 'endochondral', 'ossification']","[0, 0, 0, 3, 0, 1, 0, 1, 2]"
"['what', 'was', 'the', 'primary', 'cause', 'of', 'the', 'civil', 'war']","[0, 0, 0, 3, 1, 2, 2, 2, 2]"
"['in', 'what', 'way', 'is', 'the', 'soil', 'in', 'the', 'delta', 'of', 'the', 'river', 'ganga', 'different', 'from', 'that', 'of', 'the', 'river', 'godavari']","[0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 3, 0, 1, 2, 2, 2, 2]"
"['which', 'android', 'game', 'people', 'like', 'the', 'most']","[0, 1, 2, 3, 4, 0, 3]"
"['how', 'do', 'short', 'and', 'open', 'circuits', 'compare', 'and', 'contrast']","[0, 0, 1, 0, 1, 2, 3, 4, 4]"
"['what', 'type', 'of', 'crimes', 'is', 'marijuana', 'most', 'commonly', 'related', 'to']","[0, 1, 2, 2, 0, 3, 3, 3, 4, 4]"
"['what', 'are', 'the', 'main', 'industries', 'available', 'in', 'chhattisgarh']","[0, 0, 0, 3, 1, 2, 2, 2]"
"['who', 'will', 'win', 'super', 'bowl']","[1, 0, 3, 3, 4, 4]"
"['what', 'are', 'the', 'best', 'examples', 'of', 'bauhaus', 'design', 'and', 'architecture']","[0, 0, 0, 3, 1, 2, 2, 2, 2, 2]"
"['who', 'is', 'the', 'person', 'who', 'has', 'the', 'most', 'subscribers', 'on', 'youtube']","[0, 0, 0, 1, 0, 0, 0, 3, 3, 4, 4]"
"['how', 'much', 'do', 'hooters', 'waitresses', 'make', 'compared', 'to', 'regular', 'waiters', 'and', 'waitresses']","[0, 3, 0, 1, 2, 0, 3, 4, 1, 2, 2, 2]"
"['what', 'are', 'the', 'best', 'ways', 'to', 'speak', 'english', 'fluently']","[0, 0, 0, 3, 1, 2, 2, 2, 2]"
"['what', 'is', 'the', 'strongest', 'hurricane', 'to', 'make', 'landfall']","[0, 0, 0, 3, 1, 2, 2, 2]"
"['what', 'is', 'the', 'best', 'way', 'to', 'progress', 'in', 'life']","[0, 0, 0, 3, 1, 2, 2, 2, 2]"
"['who', 'is', 'the', 'most', 'famous', 'beatboxer', 'in', 'the', 'world']","[0, 0, 0, 3, 3, 1, 2, 2, 2]"
"['what', 'are', 'the', 'economic', 'pros', 'and', 'cons', 'of', 'polygamy']","[0, 0, 0, 0, 3, 4, 4, 0, 1]"
"['what', 'is', 'the', 'biggest', 'mistake', 'you', 'have', 'done', 'in', 'your', 'life']","[0, 0, 0, 3, 1, 2, 2, 2, 2, 2, 2]"
