question,labels
[CLS] which is best d u or m d u[SEP],"['O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is difference between term life and whole life for seniors[SEP],"['O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the best classes at stanford[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] is it better to specialize in a single field i like or expand into other fields to broaden my horizons[SEP],"['O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-ASP', 'O', 'I-ASP']"
[CLS] what is common among all rr lyrae stars[SEP],"['O', 'O', 'B-PRED', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the difference between the use of tris base and tris hcl in the preparation of gels for sds page other than the volume of naoh or hcl needed for the ph adjust[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O', 'O']"
[CLS] is job experience more valuable than taking more courses[SEP],"['O', 'B-OBJ', 'I-OBJ', 'B-PRED', 'B-ASP', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] is the antarctic ocean the same as the southern ocean[SEP],"['O', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-PRED', 'O', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what is the best real estate school in california[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which temperature is water more acidic[SEP],"['O', 'B-OBJ', 'O', 'B-ASP', 'B-PRED', 'B-ASP']"
[CLS] what s the difference between cbc and fbc[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'O', 'B-OBJ']"
[CLS] what is the best way to clean mold off of cinder block in a basement[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] how do bangalore bus routes compare to ranchi s and what authority oversees them[SEP],"['O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O', 'O']"
[CLS] which is the best answer you have given to any question[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which coaching is better skd or aakash in lucknow[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] how long is the longest neuron in the human body and where is it located[SEP],"['O', 'O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O', 'O']"
[CLS] what is it like to be a summer student at claremont colleges how is it different from the normal school year[SEP],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'O', 'B-PRED', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the best government jobs in india[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what three websites have the best user experiences[SEP],"['O', 'O', 'B-OBJ', 'O', 'O', 'B-PRED', 'B-ASP', 'I-ASP']"
[CLS] which was the first country to bad slavery[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-ASP', 'I-ASP']"
[CLS] who has conceded the most goals in the premiership[SEP],"['B-OBJ', 'O', 'B-ASP', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what is a good recipe for salmon[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the pros and cons of studying in the polytechnics versus junior colleges in singapore[SEP],"['O', 'O', 'O', 'B-PRED', 'I-PRED', 'I-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what day in your life did you consider to be the best day ever[SEP],"['O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRED', 'O', 'O']"
[CLS] what is the best way to sweep someone off their feet[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the fastest production car in 2016[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the best things to do on a computer[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is your favorite thing in the world[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the main difference between veins and arteries[SEP],"['O', 'O', 'O', 'B-PRED', 'I-PRED', 'O', 'B-OBJ', 'O', 'B-OBJ']"
[CLS] which wwe superstar held the wwe money in the bank contract the longest[SEP],"['O', 'B-OBJ', 'I-OBJ', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'O', 'B-PRED']"
[CLS] where can i found best quality graphic mats in sydney[SEP],"['O', 'O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the difference between magnetic south pole and geographic north pole[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the biggest threat to apple[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which iit is best for aeronautical engineering[SEP],"['O', 'B-OBJ', 'O', 'B-PRED', 'O', 'B-ASP', 'I-ASP']"
[CLS] what is the largest buddha statue in thailand[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who was the first us president[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ']"
[CLS] should i go for angularjs or angular 2 beta version[SEP],"['O', 'O', 'O', 'O', 'B-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what the difference between dna and a chromosome[SEP],"['O', 'O', 'B-PRED', 'O', 'B-OBJ', 'O', 'O', 'B-OBJ']"
[CLS] what is the difference between expiration date and maturity date on an loc[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what was the first question asked on quora[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] why is kuwaiti dinar the highest valued currency in the world[SEP],"['O', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-PRED', 'B-ASP', 'O', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the fastest car in the world street legal[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the shortest and longest bones in a human skeleton[SEP],"['O', 'O', 'O', 'B-PRED', 'I-PRED', 'I-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which is a better option mkcg in berhampur or kgmc manipal[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what is the difference between jpmorgan and jpmorgan chase[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what is the difference between yahweh and adonai[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'O', 'B-OBJ']"
[CLS] what are the different kinds of police officers[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the difference between house of representatives and senate[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ']"
[CLS] i have a cmposite score of 791 5 99 81 percentile in mat dec 2016 which are the best colleges i should apply for[SEP],"['O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] i believe my solution is better than my boss s so should i ignore him[SEP],"['O', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-PRED', 'O', 'O', 'I-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O', 'O']"
[CLS] what is the difference between free will and destiny[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ']"
[CLS] who is the highest paid major league baseball player today[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] where was worst hit by boxing day tsunami[SEP],"['B-OBJ', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what is the most viewed song on youtube in 24 hours india[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are some mind blowing car tools that exist that most people don t know about[SEP],"['O', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what is the most frequent cause of death in late adulthood[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what s the best field to build and sell a business in[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] do employees at tcf bank have a good work life balance does this differ across positions and departments[SEP],"['O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
[CLS] why should one choose apple s icloud storage instead of google drive[SEP],"['O', 'O', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what s the difference between revoked and expelled[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'O', 'B-OBJ']"
[CLS] what are the best ways to reduce belly fat without going to gym[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the top reservoirs in the world[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the hottest temperature ever recorded in michigan[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] is mac or windows better for gaming[SEP],"['O', 'B-OBJ', 'O', 'B-OBJ', 'B-PRED', 'O', 'B-ASP']"
[CLS] what are the pros and cons in the various sectors of the indian economy by banning indian rupees of 500 and 1000 notes what lead to this short notice by pm narendra modi[SEP],"['O', 'O', 'O', 'B-PRED', 'I-PRED', 'I-PRED', 'O', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O', 'O', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] is earth science the same as environmental science if not how are they different[SEP],"['O', 'B-OBJ', 'I-OBJ', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O', 'O', 'B-PRED']"
[CLS] who has won the most dude perfect battles[SEP],"['B-OBJ', 'O', 'O', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP']"
[CLS] what is the most profitable company in the world[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the best cocteau twins ep[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which is the leading coffee producer state in india[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which is the best platform to learn online and get knowledge certification for digital marketing or every course in general[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the difference between free and paid antivirus softwares[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the best ways to get more views subscribers on youtube[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the difference between coffee grinds beans labeled as espresso coffee and ordinary coffee[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] who is leading overall for president[SEP],"['B-OBJ', 'O', 'B-PRED', 'B-ASP', 'O', 'B-ASP']"
[CLS] what is the best way to add your websites backlinks in 2014[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the largest country in the world by land area[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-ASP', 'I-ASP']"
[CLS] what are the best pubs or lounges in hyderabad[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the best exercises for good bicep shape[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-ASP', 'I-ASP', 'I-ASP']"
[CLS] what is longest yard sale alabama[SEP],"['O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the best free ways to make money with cpa marketing[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the main industries available in chhattisgarh[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who are the best headhunters[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ']"
[CLS] what is the biggest honda atv dealer[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who has the largest submarine fleet in the world[SEP],"['B-OBJ', 'O', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what are the best study strategies[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ']"
[CLS] what is the best self defense trick you can learn within an hour[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who landed on the moon for the first time[SEP],"['B-OBJ', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'B-PRED', 'I-ASP']"
[CLS] which came first pepsi or a w root beer[SEP],"['O', 'B-ASP', 'B-PRED', 'B-OBJ', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which is a good ide for developing front end javascript[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what are the best criteria for keeping a long friendship[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] who is the most popular writer on quora[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the highest salary paying jobs[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'I-OBJ', 'B-OBJ']"
[CLS] what is the highest mountain in europe called[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O']"
[CLS] is it better to take creatine before or after a workout and why[SEP],"['O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O']"
[CLS] what are the most famous blues recording studios[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are some of the best cake recipes[SEP],"['O', 'O', 'B-PRED', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ']"
[CLS] what s the difference between adaptive control and hierarchical reinforcement learning[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what s the worst decision ever made[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who was the first person to be baptized in the bible[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what are some good lyrics to metal love songs[SEP],"['O', 'O', 'B-PRED', 'I-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who was the youngest person to fly around the world[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what are some of the benefits of electric stoves versus gas stoves[SEP],"['O', 'O', 'B-PRED', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what is the best sentimental movie of all time[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the better way to grill outdoors gas or charcoal[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'O', 'B-ASP', 'O', 'B-OBJ', 'O', 'B-OBJ']"
[CLS] is it better kenya or tanzania[SEP],"['O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-OBJ']"
[CLS] who was the first king of china[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which among these companies are good infosys wipro cognizant tcs[SEP],"['O', 'O', 'O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] do you feel that your son is more special to you than your daughter only because of his gender[SEP],"['O', 'O', 'O', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'B-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O', 'O']"
[CLS] what s the best way to gain muscle while losing fat[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] in web development which language is best in regards to the database[SEP],"['O', 'B-ASP', 'I-ASP', 'O', 'B-OBJ', 'O', 'B-PRED', 'O', 'O', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what store credit card is the easiest to get online to establish credit[SEP],"['O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'B-PRED', 'O', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] if i want to be jewish should i convert via conservative judaism or modern orthodox judaism[SEP],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which are the five largest states in the us by area[SEP],"['O', 'O', 'O', 'B-PRED', 'I-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-ASP']"
[CLS] who was the first canadian to win an olympic gold medal while competing for canada[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] which company will fall first google apple facebook amazon or microsoft[SEP],"['O', 'O', 'O', 'B-ASP', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ']"
[CLS] what are some of the best teen clothing websites[SEP],"['O', 'O', 'B-PRED', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] how much otezla should i be taking a day[SEP],"['O', 'O', 'B-OBJ', 'O', 'O', 'O', 'O', 'I-OBJ', 'I-OBJ']"
[CLS] what is better uber or ola why[SEP],"['O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-OBJ', 'O']"
[CLS] what is the difference between cape and csec[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'O', 'B-OBJ']"
[CLS] what are the best online resources to learn sass interactively[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'B-ASP', 'I-OBJ', 'I-OBJ']"
[CLS] i live in bangalore ka i wish to open a bank account for savings and investments which is the best bank to open the account[SEP],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the best earphone under 1000 rs[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what s the different between heart soul and mind[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ']"
[CLS] which is the best fashion designing colleges in india[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who is the greater french classical tragedian racine or corneille[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ']"
[CLS] what is the largest investigative arm of the department of homeland security[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the state with highest literacy rate in india 2017[SEP],"['O', 'O', 'O', 'B-OBJ', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what is an important difference between cpi and the gdp deflator is[SEP],"['O', 'O', 'O', 'B-PRED', 'I-PRED', 'O', 'B-OBJ', 'O', 'O', 'B-OBJ', 'I-OBJ', 'O']"
[CLS] what are the difference between a shared pair and an unshared pair of electrons[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'O', 'B-OBJ', 'I-OBJ', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which are some of the best blogs[SEP],"['O', 'O', 'B-PRED', 'O', 'O', 'B-PRED', 'B-OBJ']"
[CLS] what is the most viewed and most up voted answer on quora[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-PRED', 'B-ASP', 'I-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] should i get the 2015 macbook pro or the 2016 macbook pro[SEP],"['O', 'O', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what can make a brute force attack more difficult[SEP],"['B-OBJ', 'O', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'B-PRED', 'B-ASP']"
[CLS] what is the difference between pt and dpt[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'O', 'B-OBJ']"
[CLS] what are the largest ships agents in norfolk[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] is reading the game of thrones books better than watching the tv series[SEP],"['O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
