words,labels
"[remember that steve jobs told everyone , in no uncertain terms , that apple pcs running the ibm powermac cpu were faster than intel - based pcs .]",[O O O O O O O O O O O O O O O O O B-Object O O O B-Predicate O B-Object O O O O]
[pc transporter lets an apple ii run ms - dos programs three times faster than an ibm pc / xt with an intel 8088 - compatible nec v20 .],[O O O O B-Object O O O O O O O O B-Predicate O O B-Object O O O O O O O O O O O O]
"[if apple is indeed ready for a change in its high performance chip vendor , ibm should prove to be a better option than intel .]",[O O O O O O O O O O O O O O O B-Object O O O O O B-Predicate O O B-Object O]
"[apple has always maintained the mac processors , starting with the motorola 68000s in the original , were technically superior to and much faster than their intel contemporaries .]",[B-Object O O O O O O O O O O O O O O O O O O B-Predicate O O O B-Predicate O O B-Object O O]
[intel chips are cheaper and faster than what apple was getting from ibm .],[B-Object O O B-Predicate O B-Predicate O O O O O O B-Object O]
[there are plenty of cheaper intel chips that would fit into macs and would fit even better than the i5 / i7 chips apple uses .],[O O O O B-Predicate B-Object O O O O O O O O O O O O O O O O O B-Object O O]
[intel is making chips at volume much cheaper then apple designing and making their own .],[B-Object O O O O O O B-Predicate O B-Object O O O O O O]
"[however , apple is bigger than intel - $ 108 billion !]",[O O B-Object O B-Predicate O B-Object O O O O O]
[it adds intel ( bigger it company than apple by revenues ).],[O O B-Object O B-Predicate O O O B-Object O B-Aspect O]
[apple as a company is already bigger than microsoft and intel combined .],[B-Object O O O O O B-Predicate O B-Object O B-Object O O]
[thus ( 9 : 07am est fri sep 05 2003 ) showing that intel knockoffs are still a bigger market than apple .],[O O O O O O O O O O O O O B-Object O O O O B-Predicate O O B-Object O]
"[in computers , microsoft and intel grew much faster than apple because they used an open system concept where other companies could design improvements into the intel / microsoft platform .]",[O O O B-Object O B-Object O O B-Predicate O B-Object O O O O B-Aspect I-Aspect I-Aspect O O O O O O O O B-Object O B-Object O O]
"[but this doesnt mean that they suck , because intel and amd have exeptionally faster speeds than apple processors do , but they balance out because of the performance from apple ' s computers .]",[O O O O O O O O O B-Object O B-Object O O B-Predicate B-Aspect O B-Object O O O O O O O O O O B-Aspect O B-Object O O O O]
"[apple has a history of using some of the best performing chips in their computers and i don ' t see them switching to amd , which has very slow notebook performance and this generation has worse tdps clock - for - clock than intel .]",[O O O O O O O O O O O O O O O O O O O O O O O O B-Object O O O O O O B-Aspect O O O O B-Predicate B-Aspect O O O O O O B-Object O]
[apple sure can ' t make it any easier than using normal intel chipsets .],[B-Object O B-Predicate I-Predicate I-Predicate O O O B-Predicate O O O B-Object O O]
[but the installs and configuration of linux on apple hardware has been easier than doing the same on intel hardware .],[O O B-Aspect O B-Aspect I-Aspect I-Aspect O B-Object O O O B-Predicate O O O O O B-Object O O]
[apple didn ' t claimed running linux on powerpc was faster than linux on intel .],[O B-Predicate I-Predicate I-Predicate O B-Aspect I-Aspect O B-Object O B-Predicate O O O B-Object O]
"[on the other hand , linux is free , and intel hardware is much cheaper than apple hardware .]",[O O O O O O O O O O B-Object B-Aspect O O B-Predicate O B-Object B-Aspect O]
"[amd had arguably better parts ; apple didn ' t choose them because they weren ' t confident in amds ability to maintain their performance edge over intel , or deliver sufficient quantities to meet apple ' s schedules .]",[B-Object O O B-Predicate O O O O O O O O O O O O O O O B-Object B-Aspect I-Aspect I-Aspect I-Aspect I-Aspect O O B-Object O O O O O O O O O O O O]
[( ) intel has larger customers than apple .],[O O B-Object O B-Predicate B-Aspect O B-Object O]
"[also , apple has a larger market cap than intel or microsoft .]",[O O B-Object O O B-Predicate B-Aspect I-Aspect O B-Object O B-Object O]
[note that by 2015 apple processors units will be larger than intel processor volume .],[O O O O B-Object B-Aspect O O O B-Predicate O B-Object O O O]
"[this is clearly the biggest barrier for intel - but since intel is used to betting billions on chip design , it has allocated a budget significantly larger than apple or google ' s .]",[O O O O O O O B-Object O O O B-Object O O O O O O O O O O O O O B-Aspect O B-Predicate O B-Object O B-Object O O O]
"[while apple is now larger than microsoft , google , cisco and intel , it still enjoys the growth rate of small cap tech stocks .]",[O B-Object O O B-Predicate O B-Object O B-Object O B-Object O B-Object O O O O O B-Aspect I-Aspect O O O O O O]
"[ultimately , amazon was simply easier , faster , and less expensive than itunes .]",[O O B-Object O O B-Predicate O B-Predicate O O B-Predicate I-Predicate O B-Object O]
"[amazon is another good choice , and i actually prefer their interface better than itunes ' ( it loads faster for me ).]",[B-Object O O O O O O O O O O B-Aspect B-Predicate O B-Object O O O B-Aspect B-Predicate O O O]
[i ' d even argue that purchase process with amazon mp3 is faster and more streamlined than with itunes .],[O O O O O O B-Aspect I-Aspect O B-Object O O B-Predicate O B-Predicate I-Predicate O O B-Object O]
"[amazon music will be cheaper , faster and perceived to be more honest than itunes both by customers and musicians .]",[B-Object O O O B-Predicate O B-Predicate O O O O B-Predicate I-Predicate O B-Object O O O O O O]
"[granted , itunes is vastly inferior to the amazon store , as pointed out above already .]",[O O B-Object O O B-Predicate O O B-Object O O O O O O O O]
"[another reason why the amazon mp3 store is far superior to itunes , for music .]",[O O O O B-Object O O O O B-Predicate O B-Object O O O O]
[in a lot of ways the amazon store is superior to the itunes store as it stands today .],[O O O O O O B-Object O O B-Predicate O O B-Object O O O O O O]
[i go to the amazon mp3 store ( better than itunes .],[O O O O B-Object O O O B-Predicate O B-Object O]
"[another point is that , for me , the itunes store is much slower than the amazon store .]",[O O O O O O O O O B-Object O O O B-Predicate O O B-Object O O]
"[the amazon vod picture quality was superior on my system with better color , contrast and deeper blacks , the itunes version appeared somewhat washed out in comparison .]",[O B-Object O B-Aspect I-Aspect O B-Predicate O O O O B-Predicate B-Aspect O B-Aspect O B-Predicate B-Aspect O O B-Object O O O O O O O O]
[the range of what ' s available via amazon video on demand is vastly greater than what apple has in the itunes store .],[O O O O O O O O B-Object B-Aspect I-Aspect I-Aspect O O B-Predicate O O O O O O B-Object O O]
"[amazon has finally created a well made , responsive tablet with a media ecosystem 10x better than apples bloated itunes .]",[B-Object O O O O O O O O O O O B-Aspect I-Aspect O B-Predicate O O O B-Object O]
"[amazon is better than itunes , most of their stuff is $ 0 . 99 , while apple charges more for most things at $ 1 . 29 .]",[B-Object O B-Predicate O B-Object O O O O O O O O O O O O O O O O O O O O O O O O]
"[for the money that apple charges here in germany for movie rentals , you can usually buy the dvd from amazon and own the movie - including subtitles and the original audio track and everything at a superior quality than those inferior drmed itunes rips .]",[O O O O O O O O O O O O O O O O O O O O B-Object O O O O O O O O O O O O O O O O B-Predicate B-Aspect O O O O B-Object O O]
"[but if you ' re trying to sell them , then it ' s pretty convenient , as amazon handles the drm for you , and it ' s easier to get into amazon than into the apple itunes store .]",[O O O O O O O O O O O O O O O O O O B-Object O O O O O O O O O O B-Predicate O B-Aspect I-Aspect B-Object O O O O B-Object O O]
[don ' t know how long but amazon is way better than itunes because they have first day sales .],[O O O O O O O B-Object O O B-Predicate O B-Object O O O O O O O]
"[: knife : it ' s not something that ' s cool like an ipod , and amazon is already set up better on the content distribution side than apple ever was ( and i still resist polluting my pc with itunes to this day ).]",[O O O O O O O O O O O O O O O O O B-Object O O O O B-Predicate O O B-Aspect I-Aspect O O B-Object O O O O O O O O O O O O O O O O]
"[from observation , i think that for idol alums , amazon is generally a reasonable indicator of how the sales are going , much better than itunes .]",[O O O O O O O O O O B-Object O O O O O O O O B-Aspect O O O O B-Predicate O B-Object O]
"[also , amazon sales are so much smaller than itunes .]",[O O B-Object B-Aspect O O O B-Predicate O B-Object O]
[i just found amazon easier to interface here than itunes .)],[O O O B-Object B-Predicate O B-Aspect O O B-Object O]
"[and for the record , itunes isn ' t any better than amazon quality wise .]",[O O O O O B-Object B-Predicate I-Predicate I-Predicate O B-Predicate O B-Object B-Aspect O O]
"[amazon has better deals , and their mp3 downloads are usually cheaper and the sound quality is also better than itunes .]",[B-Object O B-Predicate B-Aspect O O O B-Aspect I-Aspect O O B-Predicate O O B-Aspect I-Aspect O O B-Predicate O B-Object O]
[napster faces tough competition as amazon is already offering better - than - itunes quality for less - than - itunes prices without the proprietary drm ( digital rights management ) software .],[O O O O O B-Object O O O B-Predicate O O O B-Object B-Aspect O B-Predicate O O O B-Object B-Aspect O O O O O O O O O O O]
[i am surprised because amazon mp3 ' s are usually vastly better in quality than those available on itunes .],[O O O O B-Object B-Aspect O O O O O B-Predicate O B-Aspect O O O O B-Object O]
"[partly because i like apple ' s choice of file format - aac is much more modern than mp3 , and theoretically an aac file at 256kbps ( from itunes plus ) sounds better than an mp3 file at 256kbps ( from amazon ).]",[O O O O O O O O O B-Aspect I-Aspect O O O O O O O O O O O O O O O O O O B-Object O O B-Aspect B-Predicate O O O O O O O O B-Object O]
[itunes aac ( 256 ) is better than amazon mp3 ( 256 ) .],[B-Object B-Aspect O O O O B-Predicate O B-Object B-Aspect O O O O]
"[you have itunes with the aac format , and then mp3 for pretty much everyone else ( amazon , etc .).]",[O O B-Object O O B-Aspect O O O O B-Aspect O O O O O O B-Object O O O]
[i find itunes to be much easier to work with than amazon .],[O O B-Object O O O B-Predicate O B-Aspect I-Aspect O B-Object O]
[i was forced to admit that the itunes store was a touch easier to navigate than my old friend amazon .],[O O O O O O O B-Object O O O O B-Predicate O B-Aspect O O O O B-Object O]
"[if so , this will continue to make acquiring music through itunes much easier than with amazon or other online retailers .]",[O O O O O O O O B-Aspect I-Aspect O B-Object O B-Predicate O O B-Object O O O O O]
"[sorry , but itunes is just an infinitely easier to use store than the amazon web site , and have you seen the wireles .]",[O O O B-Object O O O O B-Predicate O B-Aspect O O O B-Object O O O O O O O O O O]
"[last year , i did some itunes store gifting and it was even easier than buying stuff on amazon : i didn ' t have to wrap a ..]",[O O O O O O B-Object O O O O O O B-Predicate O O O O B-Object O O O O O O O O O O]
[i disagree with the above commenter - i find the itunes interface much better for random browsing and searching than the amazon interface .],[O O O O O O O O O O B-Object B-Aspect O B-Predicate O O O O O O O B-Object B-Aspect O]
"[itunes match is also better at eliminating duplicates than both google music and amazon cloud player , it ' s overall a much cleaner experience .]",[B-Object O O O B-Predicate O B-Aspect I-Aspect O O O O O B-Object O O O O O O O O O B-Predicate O O]
"[for example , itunes movies are cleaner and crisper than those streamed on the roku 3 ' s amazon instant video .]",[O O O B-Object B-Aspect O B-Predicate O B-Predicate O O O O O O O O O B-Object O O O]
[( and the amazon mp3 store terms of service are even worse for consumers than itunes -- those terms specifically purport to strip you of ownership and forbid any redistribution . )],[O O O B-Object O O B-Aspect I-Aspect I-Aspect O O B-Predicate O O O B-Object O O O O O O O O O O O O O O O O]
"[playing around on facebook is much easier and nicer than slogging into google + and while youtube might be easy to consume , becoming a youtuber still isn ' t as easy as it could be .]",[O O O B-Object O O B-Predicate O B-Predicate O O O B-Object O O O O O O O O O O O O O O O O O O O O O O O O]
"[youtube , same thing - harder to game than facebook or twitter - they know who is legit on youtube .]",[B-Object O O O O B-Predicate O B-Aspect O B-Object O B-Object O O O O O O O B-Object O]
"[in addition , facebook commands a greater share of digital budgets than twitter and youtube .]",[O O O B-Object O O B-Predicate O O O B-Aspect O B-Object O B-Object O]
"[open a store online and start promoting it in social media ( facebook is better than twitter to push fans around , and youtube is better than facebook for acquiring new fans ).]",[O O O O O O O O O O O O B-Object O B-Predicate O B-Object O B-Aspect I-Aspect I-Aspect O O B-Object O B-Predicate O B-Object O B-Aspect I-Aspect I-Aspect O]
"[what ' s more , facebook and instagram together command a greater share of u . s . mobile time spent than nine of its largest competitors combined , including youtube , linkedin , twitter , and snapchat .]",[O O O O O B-Object O B-Object O O O B-Predicate O O O O O O O B-Aspect I-Aspect O O O O O O O O O B-Object O B-Object O B-Object O O B-Object O]
"[video has its own category in facebook , which even offers greater submission file size and time spans than youtube .]",[O O O O O O B-Object O O O O B-Predicate O B-Aspect I-Aspect O B-Aspect I-Aspect O B-Object O]
[comprehend the factor facebook ' s video views are greater than those of youtube is partly attributable to that facebook steps views when the video starts playing .],[O O O B-Object O O B-Aspect I-Aspect O B-Predicate O O O B-Object O O O O O B-Object O O O O O O O O]
"[as we already mentioned , facebook could be privileging its videos in news feeds , plus facebook videos are easier to consume on mobile than youtube links .]",[O O O O O B-Object O O O O O O O O O O B-Object B-Aspect O B-Predicate O B-Aspect I-Aspect I-Aspect O B-Object B-Aspect O]
"[studies show that a facebook native video gets higher views , more engagement and is overall , better for a brand than even a youtube link .]",[O O O O B-Object O B-Aspect O B-Predicate B-Aspect O B-Predicate B-Aspect O O O O B-Predicate O O O O O O B-Object B-Aspect O]
"[also i don ' t have facebook , but it may be easier to watch youtube videos than vines on fb , i don ' t know .]",[O O O O O O B-Object O O O O O B-Predicate O B-Aspect B-Object O O O O O O O O O O O O]
"[also , facebook encodes h264 with a higher complexity than youtube and facebook hd bitrate is slightly higher than youtube at 2500kbit / s versus youtube hd being at 2000kbit / s .]",[O O B-Object O O O O B-Predicate B-Aspect O B-Object O B-Object O B-Aspect O O B-Predicate O B-Object O O O O O B-Object O O O O O O O]
[facebook videos have a 10x higher viral reach than youtube links .],[B-Object B-Aspect O O O B-Predicate O B-Aspect O B-Object B-Aspect O]
[facebook videos achieved a 40 % higher engagement rate than youtube links .],[B-Object B-Aspect O O O O B-Predicate B-Aspect O O B-Object B-Aspect O]
[facebook ( 78 %) is more used via smartphone than youtube ( 62 %) - on computer youtube with higher usage rate .],[B-Object O O O O B-Predicate B-Aspect I-Aspect I-Aspect O B-Object O O O O O B-Aspect B-Object O B-Predicate B-Aspect I-Aspect O]
"[since facebook and twitter are generally used for quick posts and updates , their posts go bad much quicker than posts on sites like pinterest and youtube , which cater more to users who just want to browse .]",[O B-Object O B-Object O O O O O O O O O O B-Aspect I-Aspect I-Aspect O B-Predicate O B-Aspect O O O B-Object O B-Object O O O O O O O O O O O O]
"[instagram , linkedin , twitter , youtube and even google + all grew faster than facebook .]",[B-Object O B-Object O B-Object O B-Object O O B-Object O O B-Aspect B-Predicate O B-Object O]
"[undoubtedly youtube is one of the greatest success stories of the internet era , adding users and usage faster than any site ever launched on the web , including myspace , facebook , twitter , and google .]",[O B-Object O O O O O O O O O O O O B-Aspect I-Aspect O B-Aspect B-Predicate O O O O O O O O O O B-Object O B-Object O B-Object O O B-Object O]
"[we see whatsapp , instagram and youtube playing a pivotal role in the growth of ecommerce brands as the younger generation is adapting to these platforms even faster than they adapted facebook .]",[O O B-Object O B-Object O B-Object O O O O O O O O O O O O B-Aspect I-Aspect O B-Aspect O O O O B-Predicate O O O B-Object O]
"[for instance , scott imbrie , owner of original skateboards , a brand that has been built largely on its youtube presence , says the platform is better for marketers than even facebook .]",[O O O O O O O O O O O O O O O O O O O O B-Object O O O O O O B-Predicate O B-Aspect O O B-Object O]
"[but to be honest , uploading to youtube whether via desktop or mobile is a far easier experience than on facebook .]",[O O O O O B-Aspect O B-Object O O O O O O O O B-Predicate O O O B-Object O]
[uploading videos to youtube first then embedding your channel is a lot easier than uploading a video directly to facebook .],[B-Aspect O O B-Object O O O O O O O O B-Predicate O B-Aspect O O O O B-Object O]
"[also , from personal experience , youtube videos when implemented correctly for low volume keywords and terms - 350k or less competing for the keyword - seems to be easier to get videos ranking than on facebook , though it ' s rare people compete in low volume keywords .]",[O O O O O O B-Object O O O O O O O O O O O O O O O O O O O O O O B-Predicate O B-Aspect I-Aspect I-Aspect O O B-Object O O O O O O O O O O O O O]
"[this time around , as it concerned the ever popular youtube than the ever popular and the much - easier - to - convince - and - not - easier - to - give - up facebook , the pta was hoping to mold google in succumbing to the local traditions and to sacrifice their vicious ideals of american freedom to operate in pakistan in peace .]",[O O O O O O O O O O B-Object O O O O O O O O B-Predicate O O O B-Aspect O O O B-Predicate I-Predicate I-Predicate O O O B-Aspect I-Aspect I-Aspect B-Object O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O]
"[or , youtube is way more engaging and way easier to mobilize towards different causes and different projects and events than an audience might be on a blog or on a radio or on twitter or facebook or any place like that .]",[O O B-Object O O B-Predicate I-Predicate O O B-Predicate O B-Aspect O O O O O O O O O O O O O O O O O O O O O O B-Object O B-Object O O O O O O]
"[in my experience , the integration of youtube is friendlier on smart phones than facebook .]",[O O O O O B-Aspect O B-Object O B-Predicate O O O O B-Object O]
[youtube is much better than facebook simply because you do not have to register to see certain aspects of the site .],[B-Object O O B-Predicate O B-Object O O O O O O O O O O O O O O O O]
"[according to them , youtube and google + are much better for generating on - site engagement than facebook .]",[O O O O B-Object O B-Object O O O B-Predicate O B-Aspect I-Aspect I-Aspect I-Aspect I-Aspect O B-Object O]
[shareaholic also recently released some interesting findings indicating that google + and youtube are much better for generating on - site engagement than facebook .],[O O O O O O O O O B-Object O O B-Object O O B-Predicate O B-Aspect I-Aspect I-Aspect I-Aspect I-Aspect O B-Object O]
[subscribing on youtube feels like a much lighter commitment than the analogous actions on facebook and twitter .],[B-Aspect O B-Object O O O O B-Predicate B-Aspect O O O O O B-Object O B-Object O]
"[since i am from i can tell you how a lot of friends are shifting from orkut to facebook .. orkut used to lighter , simpler and good for indian internet speed but now we get around 512kb / sec unlimited for inr 1000 ($ 23 ) per month , speed is good enough to watch youtube videos as if it is live tv .]",[O O O O O O O O O O O O O O O O B-Object O B-Object O B-Object O O B-Predicate O B-Predicate O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O]
[bit . ly : youtube drives traffic longer than facebook & twitter .],[O O O O B-Object B-Aspect I-Aspect B-Predicate O B-Object O B-Object O]
"[facebook captures more peoples ' attention and for longer than google +, twitter , pinterest and youtube .]",[B-Object B-Aspect B-Predicate O O B-Aspect O O B-Predicate O B-Object O B-Object O B-Object O B-Object O]
[experts are predicting that google will certainly take to the field and become a leader in the production of the new category of glass ware simply because their patent has revealed that their master plan is far more superior than sony ' s master plan .],[O O O O B-Object O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Aspect I-Aspect O O O B-Predicate O B-Object O O B-Aspect I-Aspect O]
"[camera lens : the google nexus 5 features better lens than sony xperia z1 , hence you get bright lens with google nexus 5 , you get cleaner images at low - light condition , better color and contrast reproduction .]",[O O O O B-Object O O O B-Predicate B-Aspect O B-Object O O O O O O O O O B-Object O O O O O B-Predicate B-Aspect O O O O O O B-Predicate B-Aspect O B-Aspect O O]
"[the google books implementation will still be superior , because it will offer both the ascii text and the backup page images , which are presumably not in the sony versions .]",[O B-Object O O O O O B-Predicate O O O O O O O B-Aspect I-Aspect O O B-Aspect I-Aspect I-Aspect O O O O O O O B-Object O O]
"[sensor size : the sensor size of sony xperia z1 is better , hence you get broad dynamic range with low noise and more details in your images compared to google nexus 5 .]",[O O O O B-Aspect I-Aspect O B-Object O O O B-Predicate O O O O O B-Aspect I-Aspect O O B-Aspect O B-Predicate B-Aspect O O O O O B-Object O O O]
"[while google has just received its patent , and apple had the patent since 2006 , they ' re still way behind sony .]",[O B-Object O O O O O O O B-Object O O O O O O O O O O O B-Predicate B-Object O]
"[amazon promised that fire tv would be faster and easier to use than apple tv , google ' s chromecast or roku ' s streaming video device .]",[B-Object O O O O O O B-Predicate O B-Predicate O O O B-Object O O O O O O O O O O O O O O]
"[apple bear argument 2 : quality matters but ios devices have already lost their edge , and are no longer superior to competing devices from samsung , google , or amazon .]",[B-Object O O O O O O O O B-Aspect O O O O O O O O B-Predicate I-Predicate I-Predicate O O O O B-Object O B-Object O O B-Object O]
"[he noted that the latest apple products were no longer clearly superior to devices from other technology companies , including amazon ( nasdaq : amzn ) and google ( nasdaq : goog ).]",[O O O O O B-Object O O B-Predicate I-Predicate O B-Predicate O B-Aspect O O O O O O B-Object O O O O O O B-Object O O O O O]
"[for another , while the current apple tv is noticeably slower than the amazon fire tv , that shouldn ' t be the case for much longer .]",[O O O O O O B-Object O O O B-Predicate O O B-Object O O O O O O O O O O O O O O]
"[amazon has a simpler and quicker process for publishing an ebook than apple , but ars incorrectly predicted the publication lag time , meaning ars is missing out on the critical first wave of nerdy excitement .]",[B-Object O O B-Predicate O B-Predicate O O B-Aspect I-Aspect I-Aspect O B-Object O O O O O O O O O O O O O O O O O O O O O O O O]
"[available plentifully on amazon , and ships quicker than apple , and no tax for most .]",[O O O B-Object O O B-Aspect B-Predicate O B-Object O O O O O O O]
[amazon also claims that their fire hd has significantly quicker wi - fi than the apple ipad 3 .],[B-Object O O O O O O O O B-Predicate B-Aspect I-Aspect I-Aspect O O B-Object O O O]
[i bought the bumper from amazon and paid $ 25 . 00 over the retail price to get it much quicker than through apple stores ( 3 of them in south jersey market ) who did not have them in stock and wasn ' t sure when they would come in .],[O O O O O B-Object O O O O O O O O O O O B-Aspect O O B-Predicate O O B-Object O O O O O O O O O O O O O O O O O O O O O O O O O O O O]
"[now the $ 99 amazon fire tv offers higher - end features , comparable and even superior to the apple product .]",[O O O O B-Object O O O O O O O O B-Predicate O O B-Predicate O O B-Object O O]
"[in fact , amazon is continually investing in new , disruptive products , which is why many argue that it has a better future than apple even though the cupertino company has much higher profit margins .]",[O O O B-Object O O O O O O O O O O O O O O O O O O B-Predicate B-Aspect O B-Object O O O O O O O B-Predicate B-Aspect O O]
"[amazon will come up with a better tablet , but the quality will most likely never match ipad , since apple can afford to deliver superior quality by setting price points at much higher levels .]",[B-Object O O O O O O O O O O O O O O O O O O O B-Object O O O O B-Predicate B-Aspect O O B-Aspect O O O B-Predicate O O]
[nobody complained when amazon was taking a higher percentage than apple .],[O O O B-Object O B-Aspect O B-Predicate B-Aspect O B-Object O]
"[for example , amazon offers a higher song limit than apple on itunes match .]",[O O O B-Object O O B-Predicate B-Aspect I-Aspect O B-Object O O O O]
"[in the interest of getting deals in place , amazon is also reportedly willing to consider cutting these providers a better deal than they get for providing content on apple ' s ipad .]",[O O O O O O O O O B-Object O O O O O O O O O O B-Predicate B-Aspect O O O O O O O B-Object O O O O]
"[amazon : the runner up and only because of its smaller app selection , in fact , you can usually get better deals on music and video from amazon than you can get from apple .]",[B-Object O O O O O O O O O O O O O O O O O O O O B-Predicate B-Aspect O O O O O B-Object O O O O O B-Object O]
"[even though i ' m a mac / itunes user , currently amazon gets the bulk of my digital music money , because they offer better deals than apple and have made the download to itunes process pretty painless .]",[O O O O O O O O O O O O B-Object O O O O O O O O O O O O B-Predicate B-Aspect O B-Object O O O O O O O O O O O]
[the wall street journal reported on monday that amazon has begun negotiations with magazine publishers on subscription deals for its tablet - in - the - making and the company is apparently ready to cut them a better deal than apple .],[O O O O O O O O B-Object O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Predicate B-Aspect O B-Object O]
"[for example , on a slower internet connection , my year old amazon fire tv still loads much faster than my brand - new apple tv .]",[O O O O O O O O O O O O B-Object O O O B-Aspect O B-Predicate O O O O O B-Object O O]
[amazon claims it is 3x faster than apple tv .],[B-Object O O O O B-Predicate O B-Object O O]
[amazon could also invest in features faster than apple can imitate .],[B-Object O O B-Aspect O O B-Predicate O B-Object O O O]
"[in a previous kindle commercial , amazon made the point that the kindle was easier to read in direct sunlight , is smaller , lighter and less expensive than apple ' s ipad too .]",[O O O O O O B-Object O O O O O O O B-Predicate O B-Aspect O O O O O B-Predicate O B-Predicate O B-Predicate I-Predicate O B-Object O O O O O]
"[a deliberately cheeky attack on the ipad air , amazon is actually right about the kindle fire hdx being lighter than the apple alternative .]",[O O O O O O O O O B-Object O O O O O O O O O B-Predicate O O B-Object O O]
"[other e - readers , such as the amazon kindle 2 or the cool - er e - reader , are much lighter in hand than the apple ipad , and therefore make for a much more comfortable user experience .]",[O O O O O O O O B-Object B-Aspect O O O O O O O O O O O O B-Predicate O O O O B-Object B-Aspect O O O O O O O B-Predicate I-Predicate B-Aspect I-Aspect O]
[actually amazon is a lot easier to deal with than apple .],[O B-Object O O O B-Predicate O B-Aspect I-Aspect O B-Object O]
"[apple ' s iphone business is bigger , and importantly , growing faster than microsoft , amazon , and google , the three giants apple is competing against in mobile .]",[B-Object O O O O O B-Predicate O O O O B-Aspect B-Predicate O B-Object O B-Object O O B-Object O O O O B-Object O O O O O O]
[apple is better suited to this strategy than amazon since apple is many times more profitable and have a bigger cash hoard .],[B-Object O O O O O O O B-Object O B-Object O O O B-Predicate I-Predicate O O O B-Predicate B-Aspect I-Aspect O]
"[apple bigger than microsoft , google , amazon , facebook]",[B-Object B-Predicate O B-Object O B-Object O B-Object O B-Object]
"[apple is better because amazon exists and does hardware , just as amazon is better because apple exists and does things other than hardware .]",[B-Object O B-Predicate O B-Object O O O O O O O B-Object O B-Predicate O B-Object O O O O O O O O]
"[i agree that apple displays greater financial transparency than either google or amazon , but that ' s a choice , and not a reflection of product philosophy .]",[O O O B-Object O B-Predicate B-Aspect I-Aspect O O B-Object O B-Object O O O O O O O O O O O O O O O O]
"[but in terms of page count , apple , google and others do better than amazon in the book .]",[O O O O B-Aspect I-Aspect O B-Object O B-Object O O O B-Predicate O B-Object O O O O]
[publishers jumping in bed apple because they might offer better terms than amazon is simply going from the frying pan to the fryer .],[O O O O B-Object O O O O B-Predicate B-Aspect O B-Object O O O O O O O O O O O]
"[however , there really doesn ' t have to be collusion when one retailer ( say , apple ) offers their supplier far better terms than a competitor retailer ( say , amazon ).]",[O O O O O O O O O O O O O O O O O B-Object O O O O O B-Predicate B-Aspect O O O O O O O B-Object O]
"[when amazon brings out its android tablet i suspect that these same magazine publishers may find that the amazon terms of trade for digital magazines are just as unyielding , and perhaps in some ways worse than those that apple have set before them .]",[O B-Object O O O O O O O O O O O O O O O O B-Object B-Aspect O O O O O O O O O O O O O O O B-Predicate O O O B-Object O O O O O]
"[then apple itunes will still be a better service than is amazon , it won ' t change amazon ' s position overall , apple could afford to sell this music for 10 cents / track no problem , and the end result will simply be that music is even cheaper .]",[O B-Object O O O O O B-Predicate B-Aspect O O B-Object O O O O O O B-Object O O O O O B-Object O O O O O O O O O O O O O O O O O O O O O O O O O O O]
[amazon mp3 store is much cheaper than apple itunes .],[B-Object O O O O B-Predicate O B-Object O O]
[apple ' s profit was 30 times greater than amazon .],[B-Object O O B-Aspect O O O B-Predicate O B-Object O]
"[however , amazon is not allowed to have a sale on any of their ebooks , because the price is fixed equal to or greater than apple .]",[O O B-Object O O O O O O O O O O O O O O O B-Aspect O O B-Predicate O O B-Predicate O B-Object O]
[and apple ' s app library offers a far greater number of polished titles than anything you ' ll find in the android market or amazon appstore .],[O B-Object O O O O O O O B-Predicate B-Aspect O O O O O O O O O O O O O O B-Object O O]
"[as for selling at a loss to run another company out of business , that ' s hardly relevant here , since apple has far greater financial resources than amazon .]",[O O O O O O O O O O O O O O O O O O O O O O B-Object O O B-Predicate B-Aspect I-Aspect O B-Object O]
"[all apple has to do is make it easier for ipad owners to shop at the istore than at amazon , and kindle ipad sales are far from guaranteed .]",[O B-Object O O O O O O B-Predicate O O O O B-Aspect O O O O O B-Object O O O O O O O O O O]
[the problem with your argument is that apple dominates the tablet market and apple is darn well going to make it far easier to buy the latest song or e - book from itunes than through amazon .],[O O O O O O O B-Object O O O O O B-Object O O O O O O O O B-Predicate O B-Aspect O O O O O O O O O O O B-Object O]
[it looks like microsoft is reacting quicker to its missteps than sony did in the last generation .],[O O O B-Object O B-Aspect B-Predicate O O O O B-Object O O O O O O]
[they say that microsoft is better because this would never happen to them but really this just proves that sony is better because they actually came out of this situation quicker than i expected .],[O O O B-Object O B-Predicate O O O O O O O O O O O O O B-Object O B-Predicate O O O O O O O O O O O O O]
[could mean microsoft is keeping the units coming quicker than sony or the units are sitting on the shelves longer .],[O O B-Object O O O B-Aspect I-Aspect B-Predicate O B-Object O O O O O O O O O O]
[i ' m kind of surprised microsoft had a quicker turnover than sony about this considering both companies ' recent history of indie treatment .],[O O O O O O B-Object O O B-Predicate B-Aspect O B-Object O O O O O O O O O O O O]
[the fact is microsoft has a much better ( easier to use ) sdk for games than sony does .],[O O O B-Object O O O B-Predicate O B-Predicate O B-Aspect O B-Aspect O O O B-Object O O]
