id	asp	question	clean	pos	lemma
17310	1	what is the best temperature setting for my hot water heater?	what is the best temperature setting for my hot water heater	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'IN', 'PRP$', 'JJ', 'NN', 'NN']	['what', 'be', 'the', 'best', 'temperature', 'setting', 'for', 'my', 'hot', 'water', 'heater']
22026	0	I planning to buy my first DSLR. Should I buy the zoom lens or prime lens if I have budget constraints?	i planning to buy my first dslr should i buy the zoom lens or prime lens if i have budget constraints	['PRP', 'VBG', 'TO', 'VB', 'PRP$', 'JJ', 'NN', 'MD', 'PRP', 'VB', 'DT', 'NN', 'NN', 'CC', 'JJ', 'NN', 'IN', 'PRP', 'VBP', 'NN', 'NNS']	['i', 'plan', 'to', 'buy', 'my', 'first', 'dslr', 'should', 'i', 'buy', 'the', 'zoom', 'lens', 'or', 'prime', 'lens', 'if', 'i', 'have', 'budget', 'constraint']
23421	1	Who is/was the most underrated actor/actress in Bollywood?	who is was the most underrated actor actress in bollywood	['WP', 'VBZ', 'VBD', 'DT', 'RBS', 'JJ', 'NN', 'NN', 'IN', 'NNP']	['who', 'be', 'be', 'the', 'most', 'underrated', 'actor', 'actress', 'in', 'bollywood']
4878	0	who landed on the moon for the first time	who landed on the moon for the first time	['WP', 'VBD', 'IN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN']	['who', 'land', 'on', 'the', 'moon', 'for', 'the', 'first', 'time']
22886	0	Which is the best skin- bleaching product used in salons and where can I buy them in India?	which is the best skin bleaching product used in salons and where can i buy them in india	['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'NN', 'VBN', 'IN', 'NNS', 'CC', 'WRB', 'MD', 'PRP', 'VB', 'PRP', 'IN', 'NNP']	['which', 'be', 'the', 'best', 'skin', 'bleaching', 'product', 'use', 'in', 'salon', 'and', 'where', 'can', 'i', 'buy', 'they', 'in', 'india']
21644	0	Which phone is better, a single SIM or a dual SIM?	which phone is better a single sim or a dual sim	['WDT', 'NN', 'VBZ', 'JJR', 'DT', 'JJ', 'NN', 'CC', 'DT', 'JJ', 'NN']	['which', 'phone', 'be', 'better', 'a', 'single', 'sim', 'or', 'a', 'dual', 'sim']
21989	1	What's your, personally, most reliable source of information?	what s personally most reliable source of information	['WP', 'VBZ', 'RB', 'RBS', 'JJ', 'NN', 'IN', 'NN']	['what', 'be', 'personally', 'most', 'reliable', 'source', 'of', 'information']
19555	0	what is the main site of nutrient absorption	what is the main site of nutrient absorption	['WP', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NN']	['what', 'be', 'the', 'main', 'site', 'of', 'nutrient', 'absorption']
5005	0	who was the first home minister of india	who was the first home minister of india	['WP', 'VBD', 'DT', 'JJ', 'NN', 'NN', 'IN', 'NNP']	['who', 'be', 'the', 'first', 'home', 'minister', 'of', 'india']
2608	1	'what vincent van gogh''s most famous painting'	what vincent van gogh s most famous painting	['WDT', 'NNP', 'NNP', 'NNP', 'POS', 'RBS', 'JJ', 'NN']	"['what', 'vincent', 'van', 'gogh', ""'s"", 'most', 'famous', 'painting']"
20023	1	statistically what occupation commits adultery the most	statistically what occupation commits adultery the most	['RB', 'WDT', 'NN', 'VBZ', 'NN', 'DT', 'JJS']	['statistically', 'what', 'occupation', 'commit', 'adultery', 'the', 'most']
13670	0	which came first pepsi or a&w root beer	which came first pepsi or a w root beer	['WDT', 'VBD', 'RB', 'NNP', 'CC', 'DT', 'JJ', 'NN', 'NN']	['which', 'come', 'first', 'pepsi', 'or', 'a', 'with', 'root', 'beer']
16859	1	will democrats or republicans win the 2016 election	will democrats or republicans win the 2016 election	['MD', 'NNS', 'CC', 'NNPS', 'VB', 'DT', 'CD', 'NN']	['will', 'democrat', 'or', 'republicans', 'win', 'the', '2016', 'election']
22474	0	What is the best IPA guide for American English?	what is the best ipa guide for american english	['WP', 'VBZ', 'DT', 'JJS', 'PRP', 'VBP', 'DT', 'NN', 'IN', 'JJ', 'NN']	['what', 'be', 'the', 'best', 'i', 'p', 'a', 'guide', 'for', 'american', 'english']
33230	0	How to decide between sending paper to a specialized journal or to a journal with broader audience?	how to decide between sending paper to a specialized journal or to a journal with broader audience	['WRB', 'TO', 'VB', 'IN', 'VBG', 'NN', 'IN', 'DT', 'VBN', 'NN', 'CC', 'IN', 'DT', 'NN', 'IN', 'JJR', 'NN']	['how', 'to', 'decide', 'between', 'send', 'paper', 'to', 'a', 'specialize', 'journal', 'or', 'to', 'a', 'journal', 'with', 'broader', 'audience']
9424	0	what is the oldest event in winter olympics	what is the oldest event in winter olympics	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NN', 'NNS']	['what', 'be', 'the', 'oldest', 'event', 'in', 'winter', 'olympic']
17646	1	what is the best phamacoligical prevention for thromboembolism	what is the best phamacoligical prevention for thromboembolism	['WP', 'VBZ', 'DT', 'JJS', 'JJ', 'NN', 'IN', 'NN']	['what', 'be', 'the', 'best', 'phamacoligical', 'prevention', 'for', 'thromboembolism']
22148	0	Are Chinese people taller than Japanese people? If so, why might this be the case?	are chinese people taller than japanese people if so why might this be the case	['VBP', 'JJ', 'NNS', 'JJR', 'IN', 'JJ', 'NNS', 'IN', 'RB', 'WRB', 'MD', 'DT', 'VB', 'DT', 'NN']	['be', 'chinese', 'people', 'taller', 'than', 'japanese', 'people', 'if', 'so', 'why', 'might', 'this', 'be', 'the', 'case']
21463	1	Which is a good IDE for developing front-end javascript?	which is a good ide for developing front end javascript	['WDT', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'VBG', 'JJ', 'NN', 'NN']	['which', 'be', 'a', 'good', 'ide', 'for', 'develop', 'front', 'end', 'javascript']
22261	1	What are the best criteria for keeping a long friendship?	what are the best criteria for keeping a long friendship	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'VBG', 'DT', 'JJ', 'NN']	['what', 'be', 'the', 'best', 'criterion', 'for', 'keep', 'a', 'long', 'friendship']
574	0	how do you think south africa compared with singapore	how do you think south africa compared with singapore	['WRB', 'VBP', 'PRP', 'VB', 'NNP', 'NNP', 'VBN', 'IN', 'NNP']	['how', 'do', 'you', 'think', 'south', 'africa', 'compare', 'with', 'singapore']
23416	1	Who is the most popular writer on Quora?	who is the most popular writer on quora	['WP', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'IN', 'NNP']	['who', 'be', 'the', 'most', 'popular', 'writer', 'on', 'quora']
23503	0	What are the Top 10 NPTEL courses for Electrical Engineering?	what are the top 10 nptel courses for electrical engineering	['WP', 'VBP', 'DT', 'JJ', 'CD', 'NN', 'NNS', 'IN', 'JJ', 'NN']	['what', 'be', 'the', 'top', '10', 'nptel', 'course', 'for', 'electrical', 'engineering']
33361	0	Should I buy an around the world ticket from Australia or a nearby country?	should i buy an around the world ticket from australia or a nearby country	['MD', 'PRP', 'VB', 'DT', 'IN', 'DT', 'NN', 'NN', 'IN', 'NNP', 'CC', 'DT', 'JJ', 'NN']	['should', 'i', 'buy', 'a', 'around', 'the', 'world', 'ticket', 'from', 'australia', 'or', 'a', 'nearby', 'country']
14646	1	What are the highest salary paying jobs	what are the highest salary paying jobs	['WP', 'VBP', 'DT', 'JJS', 'NN', 'VBG', 'NNS']	['what', 'be', 'the', 'highest', 'salary', 'pay', 'job']
16334	1	in which hemisphere are most land areas located?	in which hemisphere are most land areas located	['IN', 'WDT', 'NN', 'VBP', 'JJS', 'NN', 'NNS', 'VBN']	['in', 'which', 'hemisphere', 'be', 'most', 'land', 'area', 'locate']
22965	0	Who are considered the biggest star faculty members at Princeton?	who are considered the biggest star faculty members at princeton	['WP', 'VBP', 'VBN', 'DT', 'JJS', 'NN', 'NN', 'NNS', 'IN', 'NNP']	['who', 'be', 'consider', 'the', 'biggest', 'star', 'faculty', 'member', 'at', 'princeton']
22669	0	What is the best weight loss method?	what is the best weight loss method	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'NN']	['what', 'be', 'the', 'best', 'weight', 'loss', 'method']
5713	0	what is the highest mountain in europe called	what is the highest mountain in europe called	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NNP', 'VBN']	['what', 'be', 'the', 'highest', 'mountain', 'in', 'europe', 'call']
33350	0	Is it cheaper to get to Cuba from Miami or Cancъn?	is it cheaper to get to cuba from miami or canc n	['VBZ', 'PRP', 'JJR', 'TO', 'VB', 'IN', 'NNP', 'IN', 'NNP', 'CC', 'NNP', 'NNP']	['be', 'it', 'cheaper', 'to', 'get', 'to', 'cuba', 'from', 'miami', 'or', 'canc', 'and']
33199	1	Is it better to buy a new or used pontoon boat for an all-recreation lake?	is it better to buy a new or used pontoon boat for an all recreation lake	['VBZ', 'PRP', 'JJR', 'TO', 'VB', 'DT', 'JJ', 'CC', 'VBN', 'NN', 'NN', 'IN', 'DT', 'DT', 'NN', 'NN']	['be', 'it', 'better', 'to', 'buy', 'a', 'new', 'or', 'use', 'pontoon', 'boat', 'for', 'a', 'all', 'recreation', 'lake']
22563	0	What is the best university in Ukraine?	what is the best university in ukraine	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NNP']	['what', 'be', 'the', 'best', 'university', 'in', 'ukraine']
16234	1	What are the most popular exterior home colors	what are the most popular exterior home colors	['WP', 'VBP', 'DT', 'RBS', 'JJ', 'NN', 'NN', 'NNS']	['what', 'be', 'the', 'most', 'popular', 'exterior', 'home', 'color']
22633	0	What is the best way to minimize tension?	what is the best way to minimize tension	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'NN']	['what', 'be', 'the', 'best', 'way', 'to', 'minimize', 'tension']
3449	0	In what are the new york state constitution and the us constitution similar	in what are the new york state constitution and the us constitution similar	['IN', 'WP', 'VBP', 'DT', 'JJ', 'NNP', 'NN', 'NN', 'CC', 'DT', 'PRP', 'NN', 'JJ']	['in', 'what', 'be', 'the', 'new', 'york', 'state', 'constitution', 'and', 'the', 'we', 'constitution', 'similar']
21593	0	Is it better to take creatine before or after a workout and why?	is it better to take creatine before or after a workout and why	['VBZ', 'PRP', 'JJR', 'TO', 'VB', 'NN', 'RB', 'CC', 'IN', 'DT', 'NN', 'CC', 'WRB']	['be', 'it', 'better', 'to', 'take', 'creatine', 'before', 'or', 'after', 'a', 'workout', 'and', 'why']
23300	1	What are the most interesting and amazing facts you know?	what are the most interesting and amazing facts you know	['WP', 'VBP', 'DT', 'RBS', 'JJ', 'CC', 'JJ', 'NNS', 'PRP', 'VBP']	['what', 'be', 'the', 'most', 'interesting', 'and', 'amazing', 'fact', 'you', 'know']
22988	0	What would be the cruelest item to drop to a person stranded on an island?	what would be the cruelest item to drop to a person stranded on an island	['WP', 'MD', 'VB', 'DT', 'JJS', 'NN', 'TO', 'VB', 'IN', 'DT', 'NN', 'VBN', 'IN', 'DT', 'NN']	['what', 'would', 'be', 'the', 'cruelest', 'item', 'to', 'drop', 'to', 'a', 'person', 'strand', 'on', 'a', 'island']
22205	1	What are some of the best non-Hindi Indian songs you love listening to most of the time?	what are some of the best non hindi indian songs you love listening to most of the time	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'AFX', 'NN', 'JJ', 'NNS', 'PRP', 'VBP', 'VBG', 'IN', 'JJS', 'IN', 'DT', 'NN']	['what', 'be', 'some', 'of', 'the', 'best', 'non', 'hindi', 'indian', 'song', 'you', 'love', 'listen', 'to', 'most', 'of', 'the', 'time']
16233	1	What are the most famous blues recording studios	what are the most famous blues recording studios	['WP', 'VBP', 'DT', 'RBS', 'JJ', 'NN', 'NN', 'NNS']	['what', 'be', 'the', 'most', 'famous', 'blue', 'recording', 'studio']
22693	0	What's the Best Drink You've Ever Had?	what s the best drink you ve ever had	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'PRP', 'VBP', 'RB', 'VBN']	['what', 'be', 'the', 'best', 'drink', 'you', 'have', 'ever', 'have']
8183	1	who has the most 40 point games in the nba playoffs	who has the most 40 point games in the nba playoffs	['WP', 'VBZ', 'DT', 'RBS', 'CD', 'NN', 'NNS', 'IN', 'DT', 'NNP', 'NN']	['who', 'have', 'the', 'most', '40', 'point', 'game', 'in', 'the', 'nba', 'playoff']
22123	1	How can I learn the Microsoft Naive Bayes Algorithm for data mining? What are some of the best sources for beginners?	how can i learn the microsoft naive bayes algorithm for data mining what are some of the best sources for beginners	['WRB', 'MD', 'PRP', 'VB', 'DT', 'NNP', 'JJ', 'NN', 'NN', 'IN', 'NN', 'NN', 'WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NNS', 'IN', 'NNS']	['how', 'can', 'i', 'learn', 'the', 'microsoft', 'naive', 'bay', 'algorithm', 'for', 'data', 'mining', 'what', 'be', 'some', 'of', 'the', 'best', 'source', 'for', 'beginner']
23154	0	What are the differences between the novel Anna Karenina and the 2012 movie adaptation?	what are the differences between the novel anna karenina and the 2012 movie adaptation	['WP', 'VBP', 'DT', 'NNS', 'IN', 'DT', 'NN', 'NNP', 'NNP', 'CC', 'DT', 'CD', 'NN', 'NN']	['what', 'be', 'the', 'difference', 'between', 'the', 'novel', 'anna', 'karenina', 'and', 'the', '2012', 'movie', 'adaptation']
23314	1	What are the most popular landforms in Peru?	what are the most popular landforms in peru	['WP', 'VBP', 'DT', 'RBS', 'JJ', 'NNS', 'IN', 'NNP']	['what', 'be', 'the', 'most', 'popular', 'landform', 'in', 'peru']
22744	0	Where is the best place to stay in Kuala Lumpur for a summer?	where is the best place to stay in kuala lumpur for a summer	['WRB', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'IN', 'NNP', 'NNP', 'IN', 'DT', 'NN']	['where', 'be', 'the', 'best', 'place', 'to', 'stay', 'in', 'kuala', 'lumpur', 'for', 'a', 'summer']
21910	0	What are some good qualities of a leader?	what are some good qualities of a leader	['WP', 'VBP', 'DT', 'JJ', 'NNS', 'IN', 'DT', 'NN']	['what', 'be', 'some', 'good', 'quality', 'of', 'a', 'leader']
23142	0	What are the differences between AM and FM radio frequencies?	what are the differences between am and fm radio frequencies	['WP', 'VBP', 'DT', 'NNS', 'IN', 'NN', 'CC', 'NN', 'NN', 'NNS']	['what', 'be', 'the', 'difference', 'between', 'am', 'and', 'fm', 'radio', 'frequency']
22059	0	Should I use a mass gainer or whey protein to gain weight?	should i use a mass gainer or whey protein to gain weight	['MD', 'PRP', 'VB', 'DT', 'JJ', 'NN', 'CC', 'NN', 'NN', 'TO', 'VB', 'NN']	['should', 'i', 'use', 'a', 'mass', 'gainer', 'or', 'whey', 'protein', 'to', 'gain', 'weight']
21691	1	How can the drive from Edmonton to Auckland be described, and how do these cities' attractions compare to those in Toronto?	how can the drive from edmonton to auckland be described and how do these cities attractions compare to those in toronto	['WRB', 'MD', 'DT', 'VB', 'IN', 'NNP', 'IN', 'NNP', 'VB', 'VBN', 'CC', 'WRB', 'VBP', 'DT', 'NNS', 'NNS', 'VB', 'IN', 'DT', 'IN', 'NNP']	['how', 'can', 'the', 'drive', 'from', 'edmonton', 'to', 'auckland', 'be', 'describe', 'and', 'how', 'do', 'these', 'city', 'attraction', 'compare', 'to', 'those', 'in', 'toronto']
23107	0	What is the difference between where clause and having clause in SQL?	what is the difference between where clause and having clause in sql	['WP', 'VBZ', 'DT', 'NN', 'IN', 'WRB', 'NN', 'CC', 'VBG', 'NN', 'IN', 'NNP']	['what', 'be', 'the', 'difference', 'between', 'where', 'clause', 'and', 'have', 'clause', 'in', 'sql']
23385	1	Which actress looks the most beautiful without makeup?	which actress looks the most beautiful without makeup	['WDT', 'NN', 'VBZ', 'DT', 'RBS', 'JJ', 'IN', 'NN']	['which', 'actress', 'look', 'the', 'most', 'beautiful', 'without', 'makeup']
17858	1	what is the cheapest month to go on a cruise	what is the cheapest month to go on a cruise	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'IN', 'DT', 'NN']	['what', 'be', 'the', 'cheapest', 'month', 'to', 'go', 'on', 'a', 'cruise']
22199	0	What are some of the best cake recipes?	what are some of the best cake recipes	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NN', 'NNS']	['what', 'be', 'some', 'of', 'the', 'best', 'cake', 'recipe']
33277	0	What's the difference between Adaptive Control and Hierarchical Reinforcement Learning?	what s the difference between adaptive control and hierarchical reinforcement learning	['WP', 'VBZ', 'DT', 'NN', 'IN', 'JJ', 'NN', 'CC', 'JJ', 'NN', 'NN']	['what', 'be', 'the', 'difference', 'between', 'adaptive', 'control', 'and', 'hierarchical', 'reinforcement', 'learning']
23340	1	What is the most believable paranormal experience you have had or heard of?	what is the most believable paranormal experience you have had or heard of	['WP', 'VBZ', 'DT', 'RBS', 'JJ', 'JJ', 'NN', 'PRP', 'VBP', 'VBN', 'CC', 'VBN', 'IN']	['what', 'be', 'the', 'most', 'believable', 'paranormal', 'experience', 'you', 'have', 'have', 'or', 'hear', 'of']
2325	1	Who had the most assists in an nba game by a team	who had the most assists in an nba game by a team	['WP', 'VBD', 'DT', 'JJS', 'NNS', 'IN', 'DT', 'NNP', 'NN', 'IN', 'DT', 'NN']	['who', 'have', 'the', 'most', 'assist', 'in', 'a', 'nba', 'game', 'by', 'a', 'team']
23527	0	What's the worst decision ever made?	what s the worst decision ever made	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'RB', 'VBN']	['what', 'be', 'the', 'worst', 'decision', 'ever', 'make']
23218	0	Who can be considered as the greatest scientist of all the time? Why?	who can be considered as the greatest scientist of all the time why	['WP', 'MD', 'VB', 'VBN', 'IN', 'DT', 'JJS', 'NN', 'IN', 'PDT', 'DT', 'NN', 'WRB']	['who', 'can', 'be', 'consider', 'as', 'the', 'greatest', 'scientist', 'of', 'all', 'the', 'time', 'why']
21608	0	Which are better, Samsung or LG refrigerators?	which are better samsung or lg refrigerators	['WDT', 'VBP', 'JJR', 'NN', 'CC', 'NNP', 'NNS']	['which', 'be', 'better', 'samsung', 'or', 'lg', 'refrigerator']
23339	1	What is the most beautiful thing you've seen?	what is the most beautiful thing you ve seen	['WP', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'PRP', 'VBP', 'VBN']	['what', 'be', 'the', 'most', 'beautiful', 'thing', 'you', 'have', 'see']
5270	1	who was the first person to be baptized in the bible	who was the first person to be baptized in the bible	['WP', 'VBD', 'DT', 'JJ', 'NN', 'TO', 'VB', 'VBN', 'IN', 'DT', 'NN']	['who', 'be', 'the', 'first', 'person', 'to', 'be', 'baptize', 'in', 'the', 'bible']
23011	0	What is the difference between a compressor and a pump?	what is the difference between a compressor and a pump	['WP', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN', 'CC', 'DT', 'NN']	['what', 'be', 'the', 'difference', 'between', 'a', 'compressor', 'and', 'a', 'pump']
13205	0	What are the differences between mixtures and compounds	what are the differences between mixtures and compounds	['WP', 'VBP', 'DT', 'NNS', 'IN', 'NNS', 'CC', 'NNS']	['what', 'be', 'the', 'difference', 'between', 'mixture', 'and', 'compound']
21904	0	What are some good lyrics to metal love songs?	what are some good lyrics to metal love songs	['WP', 'VBP', 'DT', 'JJ', 'NNS', 'IN', 'NN', 'NN', 'NNS']	['what', 'be', 'some', 'good', 'lyric', 'to', 'metal', 'love', 'song']
17227	0	what is the benefit of donating to a raffle prize	what is the benefit of donating to a raffle prize	['WP', 'VBZ', 'DT', 'NN', 'IN', 'VBG', 'IN', 'DT', 'NN', 'NN']	['what', 'be', 'the', 'benefit', 'of', 'donate', 'to', 'a', 'raffle', 'prize']
22459	1	What is the best electrical engineering book for Gate exam?	what is the best electrical engineering book for gate exam	['WP', 'VBZ', 'DT', 'JJS', 'JJ', 'NN', 'NN', 'IN', 'NN', 'NN']	['what', 'be', 'the', 'best', 'electrical', 'engineering', 'book', 'for', 'gate', 'exam']
22718	0	What's the best way to learn web application development with Java technologies?	what s the best way to learn web application development with java technologies	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'NN', 'NN', 'NN', 'IN', 'NN', 'NNS']	['what', 'be', 'the', 'best', 'way', 'to', 'learn', 'web', 'application', 'development', 'with', 'java', 'technology']
5341	1	who was the first president to call his residence the white house	who was the first president to call his residence the white house	['WP', 'VBD', 'DT', 'JJ', 'NN', 'TO', 'VB', 'PRP$', 'NN', 'DT', 'JJ', 'NN']	['who', 'be', 'the', 'first', 'president', 'to', 'call', 'he', 'residence', 'the', 'white', 'house']
22622	0	What is the best way to lose belly fat? (workout, natural remedies and pills)	what is the best way to lose belly fat workout natural remedies and pills	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'NN', 'JJ', 'NN', 'JJ', 'NNS', 'CC', 'NNS']	['what', 'be', 'the', 'best', 'way', 'to', 'lose', 'belly', 'fat', 'workout', 'natural', 'remedy', 'and', 'pill']
5133	0	who was the first joseph in joseph and the technicolor dreamcoat	who was the first joseph in joseph and the technicolor dreamcoat	['WP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'CC', 'DT', 'JJ', 'NN']	['who', 'be', 'the', 'first', 'joseph', 'in', 'joseph', 'and', 'the', 'technicolor', 'dreamcoat']
23473	0	What is the smartest state in the U.S?	what is the smartest state in the u s	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'DT', 'NNP', 'POS']	"['what', 'be', 'the', 'smartest', 'state', 'in', 'the', 'u', ""'s""]"
10328	0	who was the youngest person to fly around the world	who was the youngest person to fly around the world	['WP', 'VBD', 'DT', 'JJS', 'NN', 'TO', 'VB', 'IN', 'DT', 'NN']	['who', 'be', 'the', 'youngest', 'person', 'to', 'fly', 'around', 'the', 'world']
23490	1	What are the strongest majors in terms of job prospects and what are the weakest majors at Cal State Northridge?	what are the strongest majors in terms of job prospects and what are the weakest majors at cal state northridge	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'NNS', 'IN', 'NN', 'NNS', 'CC', 'WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'NNP', 'NN', 'NNP']	['what', 'be', 'the', 'strongest', 'major', 'in', 'term', 'of', 'job', 'prospect', 'and', 'what', 'be', 'the', 'weakest', 'major', 'at', 'cal', 'state', 'northridge']
34035	0	Should I get a BSc at a top-ranked university or a MComp at a lower-ranked university?	should i get a bsc at a top ranked university or a mcomp at a lower ranked university	['MD', 'PRP', 'VB', 'DT', 'NN', 'IN', 'DT', 'JJ', 'VBN', 'NN', 'CC', 'DT', 'NN', 'IN', 'DT', 'JJR', 'VBN', 'NN']	['should', 'i', 'get', 'a', 'bsc', 'at', 'a', 'top', 'rank', 'university', 'or', 'a', 'mcomp', 'at', 'a', 'lower', 'rank', 'university']
23478	0	What is the strangest or unexplainable experience you've ever had?	what is the strangest or unexplainable experience you ve ever had	['WP', 'VBZ', 'DT', 'JJS', 'CC', 'JJ', 'NN', 'PRP', 'VBP', 'RB', 'VBN']	['what', 'be', 'the', 'strangest', 'or', 'unexplainable', 'experience', 'you', 'have', 'ever', 'have']
337	0	what are the different political parties in the united states	what are the different political parties in the united states	['WP', 'VBP', 'DT', 'JJ', 'JJ', 'NNS', 'IN', 'DT', 'NNP', 'NNP']	['what', 'be', 'the', 'different', 'political', 'party', 'in', 'the', 'united', 'states']
22387	0	What are the best ways to overcome my social anxiety?	what are the best ways to overcome my social anxiety	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'TO', 'VB', 'PRP$', 'JJ', 'NN']	['what', 'be', 'the', 'best', 'way', 'to', 'overcome', 'my', 'social', 'anxiety']
22103	0	What are some good date bars in Richmond, VA?	what are some good date bars in richmond va	['WP', 'VBP', 'DT', 'JJ', 'NN', 'NNS', 'IN', 'NNP', 'NNP']	['what', 'be', 'some', 'good', 'date', 'bar', 'in', 'richmond', 'va']
12541	0	What is the difference between clinical trial and registry participation	what is the difference between clinical trial and registry participation	['WP', 'VBZ', 'DT', 'NN', 'IN', 'JJ', 'NN', 'CC', 'NN', 'NN']	['what', 'be', 'the', 'difference', 'between', 'clinical', 'trial', 'and', 'registry', 'participation']
23083	0	What is the difference between Quora, WhatsApp and Facebook?	what is the difference between quora whatsapp and facebook	['WP', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'NNP', 'CC', 'NN']	['what', 'be', 'the', 'difference', 'between', 'quora', 'whatsapp', 'and', 'facebook']
22952	0	What are the biggest culture shocks people face when coming to Lithuania?	what are the biggest culture shocks people face when coming to lithuania	['WP', 'VBP', 'DT', 'JJS', 'NN', 'NNS', 'NNS', 'VBP', 'WRB', 'VBG', 'IN', 'NNP']	['what', 'be', 'the', 'biggest', 'culture', 'shock', 'people', 'face', 'when', 'come', 'to', 'lithuania']
1878	1	which letter of the english alphabet occurs least often in writing	which letter of the english alphabet occurs least often in writing	['WDT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'VBZ', 'RBS', 'RB', 'IN', 'NN']	['which', 'letter', 'of', 'the', 'english', 'alphabet', 'occur', 'least', 'often', 'in', 'writing']
2367	1	Who has the most no of followers on instagram in india	who has the most no of followers on instagram in india	['WP', 'VBZ', 'DT', 'RBS', 'DT', 'IN', 'NNS', 'IN', 'NN', 'IN', 'NNP']	['who', 'have', 'the', 'most', 'no', 'of', 'follower', 'on', 'instagram', 'in', 'india']
23173	0	What is the easiest way to grow psylocibin mushrooms? Can you grow them with dried shrooms?	what is the easiest way to grow psylocibin mushrooms can you grow them with dried shrooms	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'JJ', 'NNS', 'MD', 'PRP', 'VB', 'PRP', 'IN', 'VBN', 'NNS']	['what', 'be', 'the', 'easiest', 'way', 'to', 'grow', 'psylocibin', 'mushroom', 'can', 'you', 'grow', 'they', 'with', 'dry', 'shroom']
22645	0	What is the best way to remove glue from a keyhole?	what is the best way to remove glue from a keyhole	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'NN', 'IN', 'DT', 'NN']	['what', 'be', 'the', 'best', 'way', 'to', 'remove', 'glue', 'from', 'a', 'keyhole']
33259	0	What are some of the benefits of electric stoves versus gas stoves?	what are some of the benefits of electric stoves versus gas stoves	['WP', 'VBP', 'DT', 'IN', 'DT', 'NNS', 'IN', 'JJ', 'NNS', 'IN', 'NN', 'NNS']	['what', 'be', 'some', 'of', 'the', 'benefit', 'of', 'electric', 'stove', 'versus', 'gas', 'stove']
22535	0	What is the best sentimental movie of all time?	what is the best sentimental movie of all time	['WP', 'VBZ', 'DT', 'JJS', 'JJ', 'NN', 'IN', 'DT', 'NN']	['what', 'be', 'the', 'best', 'sentimental', 'movie', 'of', 'all', 'time']
22170	0	What are the advantages of nuclear energy? What are the disadvantages?	what are the advantages of nuclear energy what are the disadvantages	['WP', 'VBP', 'DT', 'NNS', 'IN', 'JJ', 'NN', 'WP', 'VBP', 'DT', 'NNS']	['what', 'be', 'the', 'advantage', 'of', 'nuclear', 'energy', 'what', 'be', 'the', 'disadvantage']
33188	1	what is the better way to grill outdoors: gas or charcoal?	what is the better way to grill outdoors gas or charcoal	['WP', 'VBZ', 'DT', 'JJR', 'NN', 'TO', 'VB', 'JJ', 'NN', 'CC', 'NN']	['what', 'be', 'the', 'better', 'way', 'to', 'grill', 'outdoors', 'gas', 'or', 'charcoal']
22203	1	What are some of the best manga apps for iPhone?	what are some of the best manga apps for iphone	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NN', 'NNS', 'IN', 'NNP']	['what', 'be', 'some', 'of', 'the', 'best', 'manga', 'app', 'for', 'iphone']
33216	0	is it better kenya or tanzania?	is it better kenya or tanzania	['VBZ', 'PRP', 'JJR', 'NNP', 'CC', 'NNP']	['be', 'it', 'better', 'kenya', 'or', 'tanzania']
