opinion	question
0	who is currently the highest ranking military officer
0	who is the top selling female artist of all time
1	Should i buy a house in NYC or in New Haven CT.?
1	Is Sunil Pal better than Raju Srivastava?
1	What are some good examples of modular design building?
1	Which is a better vehicle:BMW or Audi?
1	where does the best quality silk come from
1	What is the best way to make money through Android apps in India?
1	What is the best the best to download anime?
1	Building websites, which is the better approach MVP or MVC?
1	what is the best time of day to take portrait shots with camera
1	Who will win FIFA world cup 2018?
1	What are some good engineering colleges in Mumbai for automobile engineering?
1	Is a dethatching rake significantly better for removing thatch than a regular rake?
1	What are the best yoga pants for showing off camel toe?
1	What are some lesser-known sights to see when visiting Florencia, Colombia?
1	What is the best programming language ever and why?
1	What is the best way to learn calculus?
1	what supplement is good for depression cartnenine
1	What is best playstations for gaming?
0	What are the advantages of nuclear energy? What are the disadvantages?
1	What are the most unrealistic parts of It (2017 movie)?
1	Shall i invest in yahoo or google. Please don't answer me invest in both.?
1	Is it better to buy or lease a car?
0	I have to invest 1lakh for my little daughter in moderate risk stocks for long term (more than 10yrs). Which stocks are the best?
0	what is the difference between c5 and c6 christmas lights
1	Would you rather have sex with a gay person, or a straight person?
0	who has the most money out of xscape
1	Is train or bus cheaper in Austria?
1	What is the best place to get a hair transplant in Bangalore?
1	Which is bigger for Cleveland: Indian WS or Browns SB?
1	What are the best movies about martial arts?
0	what is the difference between a processor and a developer
0	which state has the smartest students
1	What are most underrated Bollywood movies?
1	Why is Sri lanka and Bangladesh, so much cleaner than India?
0	who were the first to use poison gas in warfare
0	Chemistry: Upon accidental chemical exposure to our body, why are alkali injuries more damaging than the acid injuries?
1	What is the best beginner friendly book on python?
0	what is the highest elevation town in colorado
1	Overall, is it harder to get into a US or UK medical school?
1	What is the best option to respond to Pakistan after Uri attack?
1	Is it better to have no publication than having you as second author?
0	What is the second most expensive car in the world
1	Which is better JSP or PHP and why?
0	who scored most goals in a premier league season
1	What is the best answer when we are asked by interviewers why should we hire you?
1	who is best known for his advocacy of laissez-faire as the guiding principle for economic policy
0	What is the difference between PhoneGap, Cordova, and Ionic?
1	What is the best way to memorize or remember what you study/read?
1	What is the best medical university to study medicine in Ukraine?
0	who had the most points in an nba game
1	For Clothes: Salvation Army, Goodwill, or Plato's Closet and Why?
1	Whatâs better la rush or need for speed most wanted?
1	What are key difference between Movable Type and Wordpress blogging platforms? Which should I choose?
0	who has the most aces in women's tennis
1	What are some good suitcase brands?
0	what is the difference between teller 1 2 and 3
1	What is the best helpdesk software?
0	What is the difference between atomic mass unit(amu) and mass?
1	What 45 caliber Glock is best for combat?
1	What are the most important things tourist should know before visiting a country?
0	Do employees at TCF Bank have a good work-life balance? Does this differ across positions and departments?
1	What are the best way to increase website traffic organically?
0	What is the difference between Paracetamol and Ibuprofen?
1	Who is/was the most underrated actor/actress in Bollywood?
1	Which is the best sex position?
1	to become a richman in our life and move to good way. is a job is best or bussines is better.?
1	Which one is best lens in 70â300 For Nikon?
1	Is free security software as good as paid security software?
1	What is the best way for making money online?
1	What are Pros and Cons of a tent on the ground and its alternatives in Namibia
1	What is the difference between the current taxation and the new goods and services tax (GST) in India? What is the impact?
0	What is the difference between mali and adreno GPU in Android?
1	What is better for New Year's Eve?  Go to bar or stay at home ?
1	What is the best age to teach a child how to swim?
0	What are the different types of server caching?
1	What are some good furniture shops in Pune?
0	what is good for eczema
1	What is the best comedy TV series?
1	Should APIs be in en_US or en_GB or both?
0	what is the difference between scene and act
1	What are some good exercises for a bigger butt that aren't squats?
0	who has won the most wimbledon women's titles
1	What is the advantage of sparse autoencoder than the usual autoencoder (the number of nodes in the hidden layer is less than the number of inputs)?
1	what is better mig or tig welding
0	What are some lesser-known facts about India Pakistan's partition in 1947?
1	What is the kindest thing you have ever done for a stranger?
1	what do u like more during christmas the presents or family?
0	What are the best ways to reduce belly fat without going to gym?
0	was the most famous female orator of the farmer's alliance and populist party in the late 1800s
1	What are some of the best quotes from Mahatma Gandhi?
1	Do you think drums are easier to play than other instruments?
0	is saigon the same as ho chi minh
1	how close is an alaskan malamute to a wolf
0	What are some of the great qualities of UBC?
1	What is the difference between being in love and having a crush?
1	Who are best questioners on Quora?
1	What color shirts goes best with cream color pants?
1	What are the biggest challenges of being an entrepreneur?
1	I have Rs 30000, what is a good small business that I can start with it?
1	which is better Car rental in Sydney - airport or town?
0	what are the different strategic roles of human resources
1	How will aging be different for me (30) than my parents (70)? What advances will have been made by the time I reach their age?
0	What is the difference between stock and share?
1	Which phone is best to buy under 15k?
1	Which is better Trix or Fruit Loops and why?
1	which vitamin is good for hair growth
1	What are some best defensive shots played by Rahul Dravid?
1	Is it better to travel by train or plane when there is risk of snow in the eastern US?
1	What are the best books to learn Java?
1	What's your best travel hack?
0	what is the most landlocked place in england
1	What are the best Hollywood movies to watch in 2016 (released ones)?
0	who is the first and only indian to be appointed as governor general of india
0	which state has the largest number of seats in lok sabha
0	What is the difference between data analyticis and data mining?
1	What are some of the best bossa nova songs?
1	Which is better Windows 7 + lang pack versus national version?
1	which anime do you like more, Inuyasha, Naruto,Carcapter, or Full moon, why?
1	What makes Firefox so much better than all the other browsers?
1	Which is better ASP.Net or WPF(C#)?
1	Which are some of the best places to visit?
1	What are the best Car technology gadgets?
1	Who is the real Pink Floyd? Roger Waters, David Gilmour or Syd Barrett?
1	Cross Country Road Trip.  Who do you sit next to? CHARO or PAULY SHORE?
0	which indian state shares its boundary with the most number of states or union territories
1	"What is the difference between saying ""iran/persia"" and ""persian/iranian""?"
1	What are the most sensitive parts on a woman?
0	What is the difference between PGDM and EPGP in business school?
1	What's the difference between pink tea and other types of tea?
1	What are the safest cities in India for a woman to be travelling alone?
1	"Compensation: Which is the highest paying ""work from home"" job?"
1	What's the most popular app at your university?
1	What are the best phones under 15000 in india?
0	Where are (country) the people with the highest IQ?
0	which is the biggest state in the united states of america
0	What is the difference between the use of Tris-base and Tris-HCL in the preparation of gels for SDS-PAGE other than the volume of NaOH or HCL needed for the pH adjust?
1	What are the best true scary stories?
1	What is the best language to learn programming?
0	where does most of the wood come from
1	Which is the best book for learning programming in data structures and algorithms from beginning?
1	What are the advantages and disadvantages of gravity?
1	Should I buy hp 17.3 AMD laptop or lenovo 17.3 i5 laptop?
0	who have the best record in the nba
1	What are the best books about leadership?
1	What are the best books on government and politics?
1	What is the best motivational music one should listen to during a workout?
0	what is lebron james highest score in one game
0	who won the first battle of the civil war
0	who was the first to be known for using methods of nonviolent civil disobedience in protest
1	Why is it seemingly easier to resume torrent downloads than browser downloads?
1	Which is more beneficial prior to PhD: research experience or a second Masters degree?
1	Should I use Squarespace or Wordpress?
1	What's the difference between an Intel Celeron and an Intel Pentium processor
1	I wonder which is the better part , asking questions or giving answers on this site?
0	who has sold the highest number of albums
0	What is your favorite song from 1980s?
1	which mp3 player is better iriver H10 or the Philips GoGear Jukebox?
0	who has won the scottish cup the most
0	What is a good YouTube username?
1	Should I get the 2015 MacBook Pro or the 2016 MacBook Pro?
1	What are the best books that one can read to know about marketing skills?
1	Which is better Rock or Rap?
0	What is the difference between a condo and a townhouse?
1	What suitcase should I choose: hard or soft?  Canvas, polycarbonate or something else?
0	What is a B1/B2 Visa? How is it different from B1 and B2 Visas?
1	which one is better, fried eggs or boiled egges for kids?
0	what congressmen receive the most money from the nra
1	What is the best protein powder?
1	Which is better treatment for psoriasis - Raptiva or Enbrel?
1	Is cell reception better with cloud cover, or a clear sky?
1	In case of admission of international students, do the US,Canadian universities prefer more on TOEFL than IELTS?
0	who was most adversely affected by the price revolution
1	What is the most important human skill in today's world?
1	What is the best way to handle a heart break?
1	SSD raid array, should I pick 0 or 5?
1	What is the difference between WPF vs. WinForms - a Delphi programmer's perspective?
0	which was a state first arkansas or kansas
1	What is the best method of losing weight?
1	Which platform is best for trade in Forex trading?
1	who was most responsible for the second part of cell theory (that cells come from previous cells)
1	which is greater compassion or understanding?
1	what are the advantages of saturn
1	What is the best way to spend a weekend in Mumbai?
0	which gases make up the largest percentage of earth's atmosphere
1	Is there a tougher entrance exam than IIT JEE at the pre university college level on earth?
1	What is the best place to live in after retirement?
1	Which is a better belief system - to think & analyse before believing or to have blind faith?
1	CPA or ACCA, which is more valid in Australia?
0	which is the longest mountain range in india
1	Are dogs better than humans?
0	who holds the record for most christmas number 1s
1	What are some good arguments against the existence of God?
0	what are 2 major nascar events that occur in daytona beach
1	What is the best way to learn marketing online?
0	What are your favorite quotes of all time?
1	Who seems more guilty?   O.J. Simpson or Michael Jackson?
1	What are the best books about the power of pricing?
0	to what humanist from florence is the development of renaissance individualism most closely linked
1	what is better? Playboy or Hustler?
1	Who is the best actress to play the role of Sati, Anandmayi and best actor to act as Shiva in the cinematization of 'Immortals of Meluha'?
1	What is the best way to quit my job?
0	where is most of brazil's population located
1	what is a good set of golf clubs for a beginner
1	What is the best thing to do after diploma?
1	who is a better director, Tsui Hark or Ang Lee?
0	what was the biggest win in nba history
1	Which platform should I use to design a car?
1	Which company network best in pune?
0	What is the difference between material safety data sheet and safety data sheet
1	What's the difference between jam, jelly, and preserves?
0	What is the best way to overcome an porn addiction?
1	What are the strongest majors in terms of job prospects and what are the weakest majors at Bradley University?
1	What are the best movies that are based on novels?
0	What are some of the best ways to learn python?
1	how much otezla should i be taking a day
1	Should I take a web development course or just learn it all by myself?
0	what is the oldest age to get wisdom teeth
0	who has the most grand slam tennis wins
0	What is the difference between blocking and muting?
1	What are the top 10 best TV series of all time?
1	which do u like more -coffee or tea?
1	What are the differences between  MonoTouch vs Objective-C for iPhone/iPod/iPad development
0	which state became the first to use state funds to help its counties improve their local roads?
1	What are the best credit card offers?
1	do you prefer tampons or pads?
1	What is the best oxide material to be used in memristor device so as to gain good on- off ratio and retention property?
1	What are the best cardio exercises for weight loss that don't require equipment?
0	who are the most supported football clubs in the world
1	Which is the best freeware antivirus?
0	what is the difference between bn and bsc nursing
1	What are the best questioned asked in Quora?
1	what are the biggest issues facing our industry and company today?
1	What is the best completely free dating website?
1	What are the downsides of attending Ãcole Normale SupÃ©rieure?
1	If I visit Los Angeles, am I better off renting a car or not?
1	Who is/was the greatest American President that never was?
1	What are some of the best interview questions asked for a electronics engineering student?
0	What is the difference between Australia continent and Oceania?
1	Which one is a better practice a static factory method of the same class or a separate factory class with methods?
0	who has the most home runs in the home run derby
0	How is a size of a hectare compared to a football field
1	Whatâs a better phone? Nokia 6230i or the nokia 6111?
1	Wordpress vs. Blogger which one is better?
1	why would beowulf rather be a hero than a king? what's the difference
1	what is the best caulk for baseboards
1	Which is better English muffin, bisquit or bagel???????????
0	What is the difference between stainless steel grade SS304 and SUS304?
1	What are the best tires?
1	What are good ways to reply when someone writes a sorry email to you?
1	What are some good topics to discuss in school for free period?
1	What are the differences between faith, belief, hope and trust?
0	What are the benefits of government job?
1	In what types of programming environments is Reactive Management better than Proactive Management?
1	What is the best way to connect map pins?
1	What is better?  A formal education or self-education?
0	what is the second most common surname in the us.
1	what is the best alternative energy source to replace fossil fuels
1	Is the alto recorder any 'quieter' than the soprano?
1	Should I use NUMA or SMP with Vista 64-bit?
1	Which interface to choose for connecting my electric guitar to the computer?
1	What are some of the best Hindi short films?
0	who sold the most records elvis or the beatles
1	Which do you prefer Windows or Macintosh?
0	which is bigger bacteria or mitochondria
1	Which is better Trial/Free & Full Version VS. Free App + In-app billing?
1	Which is Shahrukh Khan's best piece of work?
1	What are the main advantages and disadvantages of LL and LR parsing?
1	Which college is better for CSE: DTU/NSIT/IIITD?
1	Which is a suitable inpatient drug and alcohol rehab center in Mchenry County IL?
0	what are the tax benefits of a heloc
1	What's better for an algorithm complexity, O(log n) or amortized O(log n)?
0	which indian state has the maximum number of lok sabha constituency
1	Who do you think is better between Superman & Batman?
1	What is the best vacation spot in Cuba?
1	What is the best book by Sadhguru Jaggi Vasudev?
0	What are some good recipes to prepare bonefish mussels?
1	Whatâs better tv or video games?
0	what are the most common jobs in indiana
1	What is the benefit of writing lecture notes for an introductory course vs using a textbook?
0	Is it better to gain work experience before pursuing an MBA in India?
0	How is junior college in Singapore compared to Pakistan?
0	who is the largest broadband provider
0	what is the hottest place in death valley
1	live to work or work to live? Which one is better?
0	What are some lesser known Instagram tips and hacks?
1	Which are some of the best blogs?
0	who has sold the most books in the world
0	who got the most gold medals this year
1	Which is the best city in the world to live in?
0	what is bigger bits or giga
1	Will Xbox 360 or Playstation 3 win the next generation console-war and why?
1	What are the best ways to think of ideas for a startup?
1	Is it better to focus on relearning mathematics fundamentals or learn material as needed to understand research papers?
0	what is the most used letter in the english alphabet
0	what is the difference between department and directorate
1	Would Real Madrid be better off without Cristiano Ronaldo?
0	What is the largest single component of the united states current account
1	Is XP mode in Windows 7 better than a regular virtual machine?
0	How do Bangalore bus routes compare to Ranchi's, and what authority oversees them?
1	What are some good lyrics to metal love songs?
1	Which is the car with best pickup In Indian Hatchbacks below the price of 10 lakhs?
1	Which is a good inpatient drug and alcohol rehab center near Butler County AL?
1	What books should you read to improve your programming skills?
1	Which is better, XMradio or Sirius?
1	what are the differences in humidifiers
0	What is the fastest way to create a Yahoo account?
1	What are the best books on improving handwriting?
1	What is a suitable inpatient drug and alcohol rehab center near Cook County IL?
0	what are the two tallest buildings in the world how tall (in feet) are they
1	What is the best earphone under 1000 rs?
1	What do I buy, an iPhone 7+, Samsung Galaxy S7 Edge, or Google Pixel?
0	What is a good institute for ITIL certification in Pune?
1	which is easier to make lava lamp or slime
1	Which is Osho's best quote?
1	What are the best Gate exam Books for mechanical engineering?
0	what is the effect of full annealing compared to normalizing
1	Which is better Traditional ASP.Net WebForms vs ASP.Net MVC
1	When is it better to offload work to the RDBMS rather than to do it in code?
0	who has sung most number of songs in india
1	What is the best way to market an online ecommerce website selling video games?
1	Would graduate committee be more favorable to a barely passed grad course or no grad course at all while undergrad
1	What are the best YouTube channels for news?
1	What are the best gaming laptops under INR 60000?
0	which party is the majority party in the senate in nigeria
1	Which is the best civil engineering coaching class for IES in Delhi?
1	What are the best social bookmarking sites?
0	What is the difference between oscillation and resonance?
1	What are the best India fashion trends?
0	what is the most recent version of the bible
0	who was the first person that played batman
1	which one is better ? BMW or infinity G35?
1	Is onError handler better than exceptions?
1	What are some good songs for a talent show?
0	How good was Erich von Manstein as a general? What were his most decisive victories?
1	What are the best resources (blogs, videos, websites etc.) for learning programming?
1	Market economy: Why air is cheaper than train?
0	Which dept should I take as a production engg. in textile industry for work, avail dept are EXTRUSION, RAW NET, KNOTLESS, NET ASSEMBLY, PPC?
1	Which is better WiFi vs. Wireless
0	who fired the first shot in the civil war
1	What are the best detective-based TV series, movies from all over the world?
0	is type ab blood more prone to anemia
1	What are good ideas to write about in a thesis?
0	In the 2016 presidential election, who won the first debate between Hillary Clinton and Donald Trump and why?
0	what are the advantages of a car title loan
0	What are the advantages and disadvantages of the Digital India initiative?
0	where did hurricane andrew do the most damage
0	What is the difference between static and dynamic character?
1	what's cd/Dvd writer you prefer a Benq or a LG?
0	What is the difference between adiabatic process and poly-tropic process?
1	Which is a good solar panel installation provider near Agoura, California?
0	what is the main rule difference between paralympic luge versus olympic luge
1	What are the pros and cons of converting from Ubuntu to Linux mint?
1	do you think that neon or baby blue would be best to paint a wall?
1	What's the difference between SD and Compact Flash?
1	What are some dumb things that most people do?
0	who was the first african minister in kenya
0	who has the most soccer goals in history
0	where are most of the follicles in a human ovary located
0	what do algae and amoeba have in common
1	Is raising children in Manhattan as opposed to the suburbs a good idea?
1	Windows Phone 7 dev: C# or silverlight for a simple app? Which is better
0	What is the difference between a product manager and a segment manager?
1	Which is better and why? DishNetwork or Direct Tv?
1	Which university would be the best for an MS in computer science in the USA?
1	Which method of preparation would produce a more tender and juicier steak, grilling or broiling?
1	what is benefits biotin hair skin vitamins for body
1	What are some of the best non-Hindi Indian songs you love listening to most of the time?
1	What are the best sledging moments in cricket history?
1	What are the top most SEO Company in Delhi?
1	Which is the best Dubsmash video till date?
1	What is the best answer you have ever given to any question?
1	Learning guitar, should I start at low end or high end?
0	What are the most-used command lines in command prompts for ethical hacking?
0	what's the difference between use case and scenario
0	what was made first disneyland or disney world
1	What is the best way to get a job in customer service?
0	Who is the most followed person on earth?
1	Which is better Ubuntu vs. Mac OS
0	where did the largest nuclear accident take place
1	What are the best small classes for freshmen at Indiana Wesleyan University?
1	What is the best place to sell Supreme clothing?
0	What is the difference between fruits and vegetables?
1	Which is a good solar panel installation provider near Circle City, Arizona AZ?
1	What distinguishes Rock-n-roll from Rhythm-n-Blues?
0	who was the first indian actress to receive the padma shri award
0	What is the difference between preparatory and payoff phase of glycolysis
1	Who are more intelligent men or woman(i think we know the answer)?
1	What are some of the most powerful, beautiful, greatest single images in comics - and why?
0	Whatâs the least common multiple of 5 and 150
0	what are the waves in order from smallest to biggest
1	What is the best way (according to you) to have an estimate of one's intelligence?
1	What are the most beautiful words in the Arabic language?
1	What are the healthier alternatives to tampons and sanitary pads?
1	What are the best website builders for 2013?
1	What is the best book C. S. Lewis ever wrote?
0	what is the benefit in having other pigments in addition to chlorophyll
1	Which is the better digital Camera brand _ Sony or Nikon or Olympus?
1	What are some good metaphors or analogies to describe emotions?
1	Is reading the Game of Thrones books better than watching the TV series?
1	what type of rainfall is more common in india and why
1	What advantages and disadvantages should I consider in deciding whether to publish my academic book traditionally or self-publish?
0	who is the number one ranked golfer in the world right now
1	Would using milk powder better than fresh milk when poaching?
1	Do you agree that a liberal society is better as it allows liberal and conservative lifestyle but conservatism only allows conservative lifestyle?
0	What is the difference between a Vmatic and automatic gearbox in a scooter?
0	What are the pros and cons of Magic Jack?
0	What is the best way to open a .doc file?
1	What is the best League of Legends community?
0	is australia the oldest continent on the planet?
0	who got the most clean sheets in the premier league 2016/17
1	Do employees at Oceaneering International have a good work-life balance? Does this differ across positions and departments?
1	Do you think s2000 is a good car?
1	What attracts you more: the cool calm moon or the bright hot sun?
1	What is the best way to learn English as a foreign?
1	when pregnant which is better second hand smoke or first hand?
0	who has the fastest serve in female tennis
0	what is the central aim of the paris agreement
0	What good summer internships abroad are available for an Indian master's student of linguistics?
0	Which is the best way to prepare yourself for C.A.?
0	What are the differences and similarities between neoliberalism and neoconservatism?
0	is a pony a baby horse
0	who was the first african american to play in baseball's major leagues
1	what is the main ideas of pride and prejudice?
1	Do employees at Agilent Technologies have a good work-life balance? Does this differ across positions and departments?
1	Overall which TV is best? LCD, DLP, or Plasma?
1	What are the best books for gate preparation(EE)?
0	who has scored the most runs in mlb history
1	which is better plasmaq or LCD big screen tvs?
1	How do I start preparation for cracking the IAS exam? What are some good books and ideas as I am from a middle class family?
1	What is the best way to prepare for CA final ISCA?
1	"who is greater ""The Beatles"" or ""The Rolling stones"" ?"
1	What are good gifts for a foreign visitor to bring when they're invited to someone's home in Philippines for the first time?
1	Which is best hair loss treatment clinic in Ahmedabad?
1	What are the benefits of switching from win 2000 pro to XP?
1	Which is the best college for aeronautical engineering in india?
0	What is the best way to track your mobile via IMEI in India?
0	What are some good books for analog and digital integrated circuits?
1	"Is it more common to refer to subplots as a ""frame"" or a ""panel""?"
1	What are the pros and cons of ad vs transaction revenue models?
0	how to travel to moorea for less
0	who won the first men's ncaa tournament
0	What are the difference between resin cast and normal transformer?
1	would you buy your 16 yr old a new car, or an old car with character?
1	Abercrombie, American Eagle or Gap.... which one you prefer and why?
0	what is the main site of nutrient absorption
0	I'm planning to relocate back to India. What's the best and cheapest way I can send my collection of books and journals to India from the US?
1	What smart watch would be the best for people who are active, want a good looking watch, and has a good software?
1	What are some mind-blowing men wallets that exist that most people don't know about?
1	Who is better in the NBA, Tracy Mcgrady or Kobe Bryant?
1	Stock vs Broth - What's the difference in usage?
0	What is your favorite thing to do?
0	Which connection uses more battery on smartphone? WiFi or 4G?
0	What is the best way to give a PowerPoint presentation?
0	What is the #1 reason people ask questions on Quora?
1	Why do I study better at night?
0	what is the next closest star to our solar system
0	what was the primary export product of eastern europe to west
1	Who is more likely to cause the WW3, Trump or Clinton?
1	Which is better Virtualbox, VMware, KVM or other for Ubuntu virtualization?
1	what tv's are better. Plasma or HDTV?
1	ARNOLD(TERMINATER) or SYLVESTER STALONE (RAMBO)? whoz best ?why?
0	what is the very bright object in the sky
1	What is the best way to make money while studying in Europe?
0	who has the most money in the united states of america
1	What's the Best Drink You've Ever Had?
0	What are the best ways to attract investors to your business or idea?
0	who is the largest producer of mica in world
0	Can you describe the difference between 3G, 4G, and LTE in layman terms?
0	what is the difference between brandy and whiskey
0	What is the difference between arithmetic logic unit and control unit
1	Which is more environmentally friendly, a hybrid or a diesel?
1	Which IIT is best for aeronautical engineering?
1	Which is a better practice - helper methods as instance or static?
0	who was the first woman elected to the accounting hall of fame
1	What is the best mindfuck novels?
1	What is the best strategy for the promotion of new websites?
1	"Which one should I start watching first: ""Breaking Bad"" or ""Sherlock?"
1	What is better Windows or linuix(also ease of use)?
1	who plays the major role in enforcing the federal fair housing act
1	Which company is better overall--Google or Yahoo?
1	Which Office arangement is better comfort vs. teamwork?
1	Who has the Best customer service?
1	What's harder: Shuffling a sorted deck or sorting a shuffled one?
1	What are the feature differences between Windows 7 Enterprise and Ultimate?
0	who has the most slam dunk contest wins
0	In what are the new york state constitution and the us constitution similar
1	Which is more computationally efficient: multiplication or 0 padding?
0	What are the latest SEO off page activities?
1	IM CONFUSED, which came first the chicken or the egg?
0	What is the difference between precision and accuracy?
0	who became the first spokesperson for non-violent protests
1	What is a good mixer for Southern Comfort?
0	What is the difference between a static and dynamic system?
1	Why is Hollywood better than Bollywood?
0	are split genes primarily found in prokaryotes
1	Which is the best Kajol movie and why?
0	What is the best way to scan a document into a computer?
1	What are the most unhealthy foods that people eat frequently?
1	What are some of the best things to Google?
0	who has written the most children's books
1	What are the top startup incubators, accelerators, and startup coworking spaces in NYC?
1	What are the most weird email IDs you have ever come across?
1	Which free email service is better Gmail or Yahoo? And Why?
1	why is concrete best for skateparks
1	What is the demand of biomedical engineers? Which stream is better Biomedical or Biotechnology?
1	what tastes better--octopus or crabs?
0	who has the world's largest standing army
1	What is the difference between Smart Pointers inside class vs Normal Pointers with Destructor
1	which is better Bluetooth versus Wireless for VoIP
1	"What's the difference in content and focus between ""Wallpaper*"" guidebooks and others?"
1	Which is the better Labrador Retriever for duck hunting? Yellow, Black or Chocolate?
0	What are the differences between Java serialization and Hadoop serialization?
1	which is the instant messenger that is used for chatting
1	Who would win Biathlon World Cup in Russia: Sochi or Khanty-Mansiysk?
1	Plastic Pots OR Ceramic pots, which is better in terms of plant health?
1	Tomatoes...what is the difference between early blight and late blight?
1	When are binary trees better than hashtables in real world applications?
1	What are the cheapest/free Instagram bots that automatically like hashtags you recommend?
1	What's the creepiest experience you've had with a man?
1	What computer language is the most useful?
0	What is the difference between jellyfish and portuguese man of war
0	which hawaiian island shows the most volcanic activity
1	What are the best topics to write an article for your college annual magazine?
0	What are the benefits of a rainforest?
1	Will the traffic and parking be easier in York on a week day or a weekend?
1	Which is better, Redmi Note or Redmi Note 4G? Why?
1	How is IntelliJ better than Eclipse?
1	Should I write my novel in English or in my mother tongue (Urdu)?
1	What are the best security plugins?
1	What is the difference between green, white and black tea?
1	What are some mind-blowing Mobile cases that exist that most people don't know about?
1	What are some interesting facts about Joseph Stalin?
1	Which Are Best Motivational Books?
1	Python threading vs. multiprocessing: Should I learn one before the other?
1	is it easier to housebreak a male or female dog?
0	who has scored the most points in the ryder cup
1	Can you show me some good website to get coupon codes of Burton?
1	Is it better to have C developers learn Flash, than hire Flash guys?
1	How do Oxford and Cambridge compare to Harvard and Stanford?
1	Is embedded programming closer to electrical engineering or software development?
1	Is Mississippi or Alabama the most racist state in the US?
1	Is there a difference between classical singing and opera?
0	who has the faster internet in the world
1	"which is better ""Pie"" vs ""Tart""?"
0	What are the books that have influenced you the most?
1	What is the scariest movie you have ever watched and what about it made it so scary?
0	what's the biggest stadium in the us
0	"What is the difference between ""will and will not"" and ""should and should not""?"
1	which one is better....yahoo search or google search and why?
1	What are some interesting thriller novels in Tamil?
0	What are the best way to lead a life?
1	What is the best way to ask out a coworker?
1	Which is a good inpatient drug and alcohol rehab center near Lee County GA?
0	what tissue contains the most amount of extracellular matrix (ecm)
0	what is the difference between service and bill rendered
1	What is the difference between living to work and working to live?
1	Which is better simple phone for US-only use: GSM 850/1900, or CDMA/IS-95?
1	I need cab from Heathrow Terminal 5 to Paddington, is there any good cab service available?
0	What is the difference between police station and police chouki?
1	Is it better to mix 87 octane with 92 instead of straight up 92 for a lexus car?
1	Do you feel that the life in your country has changed alot since 2000?
1	which one have more importance to US PhD program ?TOEFL and GRE or publication records
1	What are the best practices for switching from Sublime Text to Atom?
0	how do carbs and protein need differ from strength/power athletes from others
0	What are the best ways of learning German quickly?
1	what is the best business degree to pursue
1	How does Starbucks differ from other coffee?
0	what is the second longest running broadway show
1	What is the best university abroad for doing a MS in civil engineering?
1	What is best interview answer (emerging startup) when asked 'What are your career goals?
1	Who are the most inspiring people?
0	What is the best way to sell a domain name?
0	what are the benefits of gap insurance
0	What is the difference between neuromuscular junction and motor end plate
1	It is cheaper to buy the whole trip or leg by leg?
0	which length is the largest?
1	Who are considered the biggest star faculty members at Princeton?
1	What are some lesser-known sights to see when visiting Bhatpara, India?
0	what is the largest city by area in the world
1	who is better yahoo or google? why?
1	Love marriages or Arrange marriage? Which is better
0	who was the last governor in the united states to be impeached
0	What is the difference between Vedas Upanisads and Puranas?
1	Which is more difficult? Skiing or snowboarding?
0	What is the difference between house of representatives and senate
0	what is the biggest super volcano on earth
1	What's better? XSLT or DOM with XPath?
1	Who is better, Lindsay Lohan or Hillary Duff in terms of their acting ability.?
1	Who in ur view are better to hang out with irrespective of ur own gender -Guys or Girls?
1	which came first? the chicken or the egg?
0	what vegetables require the least sunlight
1	What are your best moments of life?
1	What are the 3 biggest obstacles to world peace?
0	Are heat and temperature the same?
0	what are the strengths and weaknesses of geographic criminal profiling?
0	which binoculars view farthest
1	In London, it is better to do sight-seeing in the morning or the afternoon?
1	What are the best government jobs in India?
1	What is the best graphic design software?
0	who has the most number of followers in instagram
0	where is the deepest part of lake geneva
1	what's the difference between light rosin and dark rosin?
1	what type of birth control pill is good for me
0	Who was the first first european known to have crossed the mississippi river (2 wds.)
1	Should I choose 'Format' or 'Format (Quick)' when installing Windows XP?
1	What is the best programming language in 2016?
1	Music of Tamil Nadu: What is the most inspiring line in a Tamil song?
1	I want to buy a smartphone under Rs. 14000 which has good performance and camera quality, so which smartphone should I buy?
1	What's the main difference between Windows and Linex?
1	What are differences between Disc Brake and Drum Brake?
0	What are the pros and cons of studying in the polytechnics versus junior colleges in Singapore?
1	What are some healthy habits that every one should follow daily in order to maintain a happy and healthy life?
0	What is the best way to read the CSV data from an URL and storing the feed in the MongoDB using Python?
1	Which one is better: Intel Core i7 6500U Quad core with Intel HD Graphics 520 or Intel Core i7 6500U Dual core with Nvidia GeForce 940 2GB graphics?
1	What are the best programming languages to learn for web development?
0	What are the most common traffic convictions in Arkansas, and how does the severity of the convictions differ in Colorado?
1	Who's better, Adam Vinatieri or David Akers?
0	What is the difference between magnetic south pole and geographic north pole
1	Is Clopyralid or Dicamba more effective in the control of clover in lawns?
0	who has the most goals messi or ronaldo
1	What are the best lines to begin a diary entry?
1	I have a Nikon D5300 18-55mm+70-300mm vr. I want to buy 35mm/50mm 1.8G prime lens. Which should I choose?
0	what is the difference between an implied contract and a quasi contract
0	who was the first governor of california after statehood
1	What are the benefits and drawbacks of applying aloe vera on the face in the night before sleeping?
1	Why the basketball is better than the football?
0	does hong kong have more skyscrapers than new york
1	What is a suitable solar panel installation provider in Boulder Creek, California CA?
1	Which is the best website for downloading Hollywood soundtracks?
1	What are graph datastores better at doing than other datastores and why?
1	What is the difference between doughnut and krapfen?
1	What are some of the best new products that are available and most people don't know about?
0	where is the least populated place in england
0	what is the most current version of flash
